NUMPED;NUMITEM;CODPROD;QTDE;VALUNIT;UNID;ALIQICMS;COMISSAO;STICMS;CFOP;REDUCBASEICMS
558055;17;486;2;22;Kg;18;0;20;5102;33.33
558055;18;291;4;15.22;Un;18;0;20;5102;61.11
558055;19;306;2;10.2;Un;18;0;0;5102;0
558055;20;412;1;8.97;Kg;18;0;20;5102;33.33
558055;21;465;1;55.06;Un;0;0;0;5102;0
557317;1;371;1;216.86;Bd;18;3;20;5102;61.11
557317;2;425;1;174.93;Un;18;3;20;5102;61.11
557318;1;130;0.38;56.9;Kg;18;0;20;5102;33.33
557318;2;1017;3;34.5;Un;13.3;0;0;5102;0
557318;3;435;1;28.75;Un;18;0;20;5102;12
557318;4;420;1;49.14;Bd;18;0;20;5102;33.33
557318;5;554;1;32.92;Un;18;0;20;5102;33.33
557318;6;150;0.446;41.76;Kg;18;0;20;5102;33.33
557318;7;2027;1;9.9;Un;12;0;0;5102;0
557319;1;899;1;39;Un;18;0;20;5102;12
557319;2;305;1;17.7;Cx;18;0;20;5102;61.11
557319;3;922;1;28.77;Cx;18;0;20;5102;33.33
557319;4;558;1;30;Un;18;0;20;5102;33.33
557319;5;925;1;24.78;Un;18;0;20;5102;12
557319;6;412;6;7.93;Kg;18;0;20;5102;33.33
557319;7;314;1;83.52;Un;18;0;20;5102;33.33
557320;1;1169;20;35.4;Kg;18;0;0;5102;0
557320;2;221;1.5;33.23;Kg;0;0;60;5405;0
557320;3;284;2.6;57.9;Kg;0;0;0;5102;0
557320;4;114;3.35;41.53;Kg;18;0;20;5102;33.33
557320;5;159;4;40.37;Kg;18;0;20;5102;33.33
557321;1;729;1;8.5;Un;18;3;20;5102;33.33
557321;2;992;2;5.9;Lt;12;2;60;5405;0
557321;3;521;1.004;6.9;Kg;0;3;0;5102;0
557321;4;402;0.518;14.75;Kg;18;3;20;5102;33.33
557321;5;119;1;33.18;Un;0;3;60;5405;0
557321;6;872;1;24.9;Un;18;3;0;5102;0
557321;7;153;0.578;95.9;Kg;18;3;20;5102;33.33
557321;8;762;1;18.9;Un;0;3;70;5405;0
557321;9;496;1;15.9;Un;18;3;20;5102;33.33
557321;10;468;1;39.27;Kg;18;3;0;5102;0
557321;11;432;1;14.04;Un;18;3;0;5102;0
557322;1;122;8.25;38.99;Kg;12;2;0;5102;0
557322;2;205;3.5;22.62;Kg;0;2;0;5102;0
557323;1;456;6;29.27;Un;0;3;0;5102;0
557323;2;316;3.1;15.25;Kg;18;3;20;5102;33.33
557323;3;156;1;39.85;Un;18;3;20;5102;33.33
557323;4;402;5.2;15;Kg;18;3;20;5102;33.33
557323;5;106;3.65;34.5;Kg;18;3;20;5102;33.33
557324;1;505;7.2;21.28;Kg;18;0;20;5102;61.11
557324;2;507;5;20.7;Kg;18;0;20;5102;61.11
557324;3;500;5;37.95;Kg;18;0;20;5102;61.11
557324;4;509;5;8.85;Kg;18;0;20;5102;61.11
557324;5;510;2;18.1;Kg;18;0;20;5102;61.11
557326;1;170;5;32.94;Kg;12;0;0;5102;0
557327;1;267;6;26.74;Un;18;3;20;5102;33.33
557327;2;465;3;55.06;Un;0;3;0;5102;0
557328;1;170;10;32.94;Kg;12;0;0;5102;0
557328;2;122;12.66;38.99;Kg;12;0;0;5102;0
557328;3;150;0.64;41.76;Kg;18;0;20;5102;33.33
557328;4;128;2;20.5;Un;18;0;20;5102;12
557330;1;453;2;30.22;Un;0;0;0;5102;0
557330;2;362;1;42;Kg;18;0;20;5102;33.33
557330;3;307;1;49.56;Un;18;0;20;5102;33.33
557330;4;132;1;38.61;Bd;18;0;20;5102;33.33
557330;5;168;1;101.2;Cx;18;0;20;5102;61.11
557330;6;368;6;5.88;Un;18;0;20;5102;33.33
557330;7;899;1;39.65;Un;18;0;20;5102;12
557330;8;558;1;30;Un;18;0;20;5102;33.33
557330;9;487;12;11.4;Un;18;0;0;5102;0
557332;1;497;0.16;64.9;Kg;18;0;20;5102;33.33
557332;2;325;0.54;64.86;Kg;18;0;20;5102;33.33
557332;3;445;1;19.55;Un;18;0;20;5102;33.33
557332;4;160;2.04;41.98;Kg;12;0;0;5102;0
557332;5;156;2;39.72;Un;18;0;20;5102;33.33
557332;6;126;5.35;12.21;Kg;18;0;20;5102;33.33
557333;1;126;2.75;12.21;Kg;18;0;20;5102;33.33
557334;1;370;2;18.32;Un;18;3;0;5102;0
557334;2;558;1;30;Un;18;3;20;5102;33.33
557334;3;378;1;23.25;Un;18;3;20;5102;33.33
557334;4;442;1;27.93;Bd;0;3;0;5102;0
557334;5;554;2;32.92;Un;18;3;20;5102;33.33
557334;6;145;1;14.73;Un;0;3;60;5405;0
557334;7;267;1;26.74;Un;18;3;20;5102;33.33
557334;8;352;1;17.48;Un;18;3;0;5102;0
557334;9;374;2;5.29;Lt;18;3;20;5102;12
557334;10;105;6;16.8;Un;18;3;20;5102;33.33
557334;11;497;1.025;64.9;Kg;18;3;20;5102;33.33
557334;12;173;1;15.98;Kg;18;3;20;5102;61.11
557334;13;292;4;3.02;Un;0;3;60;5405;0
557335;1;511;0.15;18.4;Kg;0;0;60;5405;0
557335;2;217;0.15;29.37;Kg;0;0;60;5405;0
557335;3;848;1;6.25;Un;0;0;0;5102;0
557335;4;992;4;5.9;Lt;12;2;60;5405;0
557335;5;884;2;2.5;Un;0;0;0;5102;0
557335;6;290;0.29;25.05;Kg;18;0;20;5102;33.33
557335;7;845;1;7.3;Un;0;0;0;5102;0
557335;8;808;1;7.4;Un;0;0;60;5405;0
557335;9;2061;1;2.8;Un;18;0;20;5102;33.33
557335;10;290;0.28;25.05;Kg;18;0;20;5102;33.33
557335;11;723;1;6.8;Un;18;0;20;5102;33.33
557336;1;949;1;11.56;Un;0;0;20;5102;12
557336;2;837;1;16.86;Un;0;0;60;5405;0
557336;3;2222;0.4;15.9;Kg;18;0;0;5102;0
557337;1;306;1;10.2;Un;18;0;0;5102;0
557337;2;2338;1;3.5;Un;0;0;0;5102;0
557337;3;356;1;10.87;Un;0;1;60;5405;0
557337;4;837;1;16.86;Un;0;0;60;5405;0
557337;5;818;1;2.5;Un;0;0;0;5102;0
557337;6;1978;1;18.9;Un;0;0;60;5405;0
557337;7;405;0.3;56.28;Kg;18;0;20;5102;33.33
557337;8;115;0.8;46.6;Kg;18;0;20;5102;12
557337;9;125;1;50.17;Un;18;0;20;5102;33.33
557337;10;1393;1;20;Un;0;0;60;5405;0
557338;1;908;1;20.53;Cx;18;0;0;5102;0
557338;2;143;4.59;57.75;Kg;12;0;0;5102;0
557338;3;170;5;32.94;Kg;12;0;0;5102;0
557339;1;119;6;33.18;Un;0;0;60;5405;0
557339;2;365;6;4.37;Lt;18;0;0;5102;0
557339;3;170;10;32.94;Kg;12;0;0;5102;0
557340;1;446;1;12.66;Un;0;3;0;5102;0
557340;2;881;0.3;16.93;Kg;18;3;20;5102;12
557340;3;130;0.125;56.9;Kg;18;3;20;5102;33.33
557340;4;106;0.55;31.26;Kg;18;3;20;5102;33.33
557340;5;2100;2;7;Un;0;3;0;5102;0
558056;1;992;10;6.17;Lt;12;2;60;5405;0
558056;2;124;2;16.47;Un;18;0;20;5102;33.33
558056;3;156;1;41.5;Un;18;0;20;5102;33.33
558056;4;110;0.404;53.5;Kg;12;0;0;5102;0
558056;5;509;1.698;8.85;Kg;18;0;20;5102;61.11
558056;6;510;1.64;18.1;Kg;18;0;20;5102;61.11
558056;7;508;1.78;11.6;Kg;18;0;20;5102;61.11
557341;1;1492;1;2.5;Un;0;0;0;5102;0
557341;2;1466;1;3.1;Un;0;0;0;5102;0
557341;3;541;1;13;Un;0;0;0;5102;0
557341;4;818;6;2.5;Un;0;0;0;5102;0
557341;5;818;2;2.5;Un;0;0;0;5102;0
557341;6;749;1;23.5;Un;0;0;0;5102;0
557341;7;290;0.4;25.05;Kg;18;0;20;5102;33.33
557341;8;138;1;10.34;Un;0;0;60;5405;0
557341;9;115;0.3;46.6;Kg;18;0;20;5102;12
557341;10;1391;1;8.8;Un;18;0;20;5102;61.11
557341;11;101;2;5.4;Un;0;0;60;5405;0
557341;12;467;1;16.9;Un;0;0;0;5102;0
557341;13;884;1;2.5;Un;0;0;0;5102;0
557341;14;325;0.1;64.86;Kg;18;0;20;5102;33.33
557341;15;405;0.1;56.28;Kg;18;0;20;5102;33.33
557342;1;317;24;2.06;Un;0;0;0;5102;0
557342;2;170;20;32.94;Kg;12;0;0;5102;0
557342;3;119;12;33.18;Un;0;0;60;5405;0
557342;4;365;12;4.37;Lt;18;0;0;5102;0
558364;1;164;1;66.84;Kg;18;0;20;5102;33.33
558364;2;801;5;47.06;Kg;18;0;20;5102;33.33
558057;1;442;3;27.93;Bd;0;0;0;5102;0
558057;2;411;3;9.7;Kg;18;0;20;5102;33.33
558057;3;456;2;32.26;Un;0;0;0;5102;0
558057;4;205;3.62;22.62;Kg;0;0;0;5102;0
558057;5;307;3;48.72;Un;18;0;20;5102;33.33
558057;6;433;4;16.8;Un;18;0;20;5102;61.11
558057;7;314;1;83.52;Un;18;0;20;5102;33.33
558057;8;837;2;16.86;Un;0;0;60;5405;0
558057;9;463;1;24.72;Un;0;0;60;5405;0
558057;10;146;2.75;42;Kg;18;0;20;5102;33.33
558057;11;198;12;11.88;Un;18;0;20;5102;33.33
558057;12;505;5;21.28;Kg;18;0;20;5102;61.11
558057;13;500;5;35.65;Kg;18;0;20;5102;61.11
558057;14;503;5;43.7;Kg;18;0;20;5102;61.11
558057;15;507;5;20.7;Kg;18;0;20;5102;61.11
558057;16;509;1.07;8.85;Kg;18;0;20;5102;61.11
558058;1;126;4.8;12.72;Kg;18;0;20;5102;33.33
558058;2;182;15;2.75;Un;0;0;60;5405;0
558058;3;154;5;9.47;Un;18;0;20;5102;33.33
558058;4;119;4;33.18;Un;0;0;60;5405;0
558058;5;170;20;34.16;Kg;12;0;0;5102;0
558058;6;346;3;12.65;Un;18;0;0;5102;0
558058;7;365;1;4.37;Lt;18;0;0;5102;0
558058;8;345;2;8.54;Un;0;0;20;5102;12
558058;9;317;2;2.06;Un;0;0;0;5102;0
558058;10;949;1;11.56;Un;0;0;20;5102;12
557343;1;407;10;9.7;Kg;18;0;20;5102;33.33
557343;2;418;15;8.19;Kg;18;0;20;5102;33.33
557343;3;482;2;4.12;Un;12;0;0;5102;0
557343;4;416;2;17.25;Kg;18;0;20;5102;33.33
557343;5;490;1;21.6;Kg;0;0;0;5102;0
557343;6;484;2.07;52.46;Kg;18;0;20;5102;33.33
557343;7;359;1;59.67;Kg;18;0;20;5102;33.33
557343;8;445;2;19.55;Un;18;0;20;5102;33.33
557343;9;224;5;22.86;Kg;0;0;0;5102;0
557343;10;329;1;19.09;Un;12;0;0;5102;0
557343;11;422;2;10.58;Un;0;0;20;5102;33.33
557344;1;2338;1;3.5;Un;0;0;0;5102;0
557344;2;884;1;2.5;Un;0;0;0;5102;0
557344;3;818;4;2.5;Un;0;0;0;5102;0
557344;4;238;1;19.6;Un;18;0;20;5102;33.33
557344;5;293;1;13.9;Un;18;0;0;5102;0
557344;6;1392;1;7.5;Un;18;0;20;5102;61.11
557344;7;196;0.5;26.79;Kg;18;0;20;5102;33.33
557344;8;884;1;2.5;Un;0;0;0;5102;0
557344;9;818;1;2.5;Un;0;0;0;5102;0
557344;10;992;1;5.9;Lt;12;2;60;5405;0
557344;11;848;1;6.25;Un;0;0;0;5102;0
557344;12;2325;1;8.1;Un;0;0;0;5102;0
557344;13;818;2;2.5;Un;0;0;0;5102;0
557344;14;535;1;27;Un;0;0;0;5102;0
557344;15;1808;1;6.5;Un;0;0;60;5405;0
557344;16;216;1;16.5;Un;18;0;20;5102;61.11
557344;17;196;0.41;26.79;Kg;18;0;20;5102;33.33
557345;1;108;3;16.8;Un;18;0;20;5102;33.33
557345;2;319;1;44.08;Bd;18;0;20;5102;33.33
557345;3;465;3;55.06;Un;0;0;0;5102;0
557345;4;480;1;27.84;Bd;18;0;0;5102;0
557345;5;122;4.2;38.99;Kg;12;0;0;5102;0
557345;6;173;3;15.98;Kg;18;0;20;5102;61.11
557345;7;505;5;21.28;Kg;18;0;20;5102;61.11
557345;8;230;2.5;24.57;Kg;0;0;60;5405;0
557345;9;277;2.5;25;Kg;0;0;0;5102;0
558059;1;1169;15;35.4;Kg;18;0;0;5102;0
558059;2;221;1.04;33.23;Kg;0;0;60;5405;0
558059;3;114;3.55;46.4;Kg;18;0;20;5102;33.33
558059;4;159;4.03;45.24;Kg;18;0;20;5102;33.33
557346;1;122;21.05;38.99;Kg;12;0;0;5102;0
557346;2;156;5;39.72;Un;18;0;20;5102;33.33
557346;3;290;2.7;25.05;Kg;18;0;20;5102;33.33
557346;4;396;12;11.56;Un;12;0;0;5102;0
558060;1;110;1.05;43.73;Kg;12;0;0;5102;0
558060;2;153;1.15;73;Kg;18;0;20;5102;33.33
558060;3;511;0.208;31.9;Kg;0;0;60;5405;0
558060;4;122;0.2;53.5;Kg;12;0;0;5102;0
558060;5;217;0.208;43.9;Kg;0;0;60;5405;0
558060;6;194;1.17;58.02;Kg;12;0;0;5102;0
558060;7;497;1;64.9;Kg;18;0;20;5102;33.33
558060;8;469;1;53.1;Kg;18;0;0;5102;0
558060;9;602;2;52.28;Un;18;0;20;5102;33.33
558060;10;267;1;26.74;Un;18;0;20;5102;33.33
558060;11;442;1;27.93;Bd;0;0;0;5102;0
558060;12;121;2.1;32.2;Kg;18;0;20;5102;33.33
558060;13;148;1.57;45.82;Kg;12;0;0;5102;0
558060;14;443;2;42.29;Un;18;0;0;5102;0
558060;15;502;4;22.2;Un;18;0;20;5102;61.11
558060;16;486;2;22;Kg;18;0;20;5102;33.33
558060;17;291;4;15.22;Un;18;0;20;5102;61.11
558060;18;306;2;10.2;Un;18;0;0;5102;0
558060;19;412;1;8.97;Kg;18;0;20;5102;33.33
558060;20;465;1;55.06;Un;0;0;0;5102;0
557347;1;119;3;33.18;Un;0;0;60;5405;0
557347;2;182;10;2.88;Un;0;0;60;5405;0
557347;3;170;20;32.94;Kg;12;0;0;5102;0
557347;4;122;70;38.99;Kg;12;0;0;5102;0
557348;1;119;6;33.18;Un;0;0;60;5405;0
557348;2;170;5;32.94;Kg;12;0;0;5102;0
557348;3;122;5.86;38.99;Kg;12;0;0;5102;0
557348;4;801;1.5;47.06;Kg;18;0;20;5102;33.33
557348;5;143;6.92;57.75;Kg;12;0;0;5102;0
557348;6;110;3.4;38.99;Kg;12;0;0;5102;0
558061;1;122;12.55;43.39;Kg;12;0;0;5102;0
558061;2;213;0.404;26.9;Kg;0;0;0;5102;0
558061;3;250;0.104;74.9;Kg;0;0;60;5405;0
558061;4;511;0.16;31.9;Kg;0;0;60;5405;0
558061;5;253;0.112;86.9;Kg;18;0;20;5102;33.33
558061;6;145;1;15.92;Un;0;0;60;5405;0
558061;7;396;12;11.56;Un;12;0;0;5102;0
557349;1;119;5;33.18;Un;0;0;60;5405;0
557349;2;182;6;2.88;Un;0;0;60;5405;0
557349;3;170;15;32.94;Kg;12;0;0;5102;0
557349;4;194;1.07;55.26;Kg;12;0;0;5102;0
557349;5;181;0.445;42.12;Kg;18;0;20;5102;33.33
557349;6;122;24.35;38.99;Kg;12;0;0;5102;0
557349;7;801;3;47.06;Kg;18;0;20;5102;33.33
557349;8;143;1.5;57.75;Kg;12;0;0;5102;0
557349;9;110;10.36;38.99;Kg;12;0;0;5102;0
557349;10;162;0.965;45.36;Kg;18;0;0;5102;0
558062;1;382;3;54.74;Un;18;0;20;5102;33.33
558062;2;352;1;19.21;Un;18;0;0;5102;0
558062;3;122;8.4;43.39;Kg;12;0;0;5102;0
558062;4;379;2;12.18;Un;18;0;20;5102;61.11
558062;5;411;5;9.7;Kg;18;0;20;5102;33.33
558062;6;418;8;8.19;Kg;18;0;20;5102;33.33
557350;1;949;1;11.56;Un;0;0;20;5102;12
557350;3;2222;0.4;15.9;Kg;18;0;0;5102;0
557350;4;762;1;18.9;Un;0;0;70;5405;0
558063;1;170;5;34.16;Kg;12;1.5;0;5102;0
558063;2;110;3.1;43.73;Kg;12;1.5;0;5102;0
558063;3;121;3.26;32.2;Kg;18;1.5;20;5102;33.33
558063;4;313;1;23.2;Kg;18;1.5;20;5102;33.33
558063;5;364;1;23.01;Un;12;1.5;0;5102;0
558063;6;124;2;16.47;Un;18;1.5;20;5102;33.33
557351;1;1169;10;35.4;Kg;18;0;0;5102;0
557351;2;119;2;33.18;Un;0;0;60;5405;0
557351;3;173;1;15.98;Kg;18;0;20;5102;61.11
557352;1;122;25.3;38.99;Kg;12;3;0;5102;0
557352;2;181;3.145;42.12;Kg;18;3;20;5102;33.33
557352;3;126;4.1;12.21;Kg;18;3;20;5102;33.33
557352;4;220;5;22.62;Kg;0;3;60;5405;0
557353;1;505;5;21.28;Kg;18;0;20;5102;61.11
557353;2;507;5;20.7;Kg;18;0;20;5102;61.11
557353;3;503;5;43.7;Kg;18;0;20;5102;61.11
557354;1;374;1;5.29;Lt;18;0;20;5102;12
557355;1;374;1;5.29;Lt;18;0;20;5102;12
557355;2;513;1;17;Un;0;0;0;5102;0
557356;1;918;1;47.2;Un;18;0;60;5405;0
557356;2;194;1;55.26;Kg;12;0;0;5102;0
557356;3;167;0.59;49.84;Kg;18;0;20;5102;33.33
557356;4;166;0.596;49.51;Kg;18;0;20;5102;33.33
557356;5;135;1;102.49;Bd;12;0;0;5102;0
557357;1;509;2.276;8.85;Kg;18;0;20;5102;61.11
557357;2;510;2.09;18.1;Kg;18;0;20;5102;61.11
558064;1;509;10;8.85;Kg;18;0;20;5102;61.11
558064;2;507;10;20.7;Kg;18;0;20;5102;61.11
558365;1;817;2;10.8;Un;0;0;0;5102;0
558065;1;196;8.35;30.76;Kg;18;0;20;5102;33.33
558181;1;170;5;34.16;Kg;12;0;0;5102;0
558181;2;155;1;41.5;Kg;18;0;20;5102;33.33
557359;1;352;1;17.48;Un;18;3;0;5102;0
558066;1;198;24;11.88;Un;18;3;20;5102;33.33
558066;2;148;3.16;45.82;Kg;12;3;0;5102;0
558066;3;371;1;216.86;Bd;18;3;20;5102;61.11
557360;1;290;3.53;25.05;Kg;18;3;20;5102;33.33
558067;1;902;2;14.27;Cx;18;0;20;5102;33.33
558067;2;903;2;14.27;Cx;18;0;20;5102;33.33
558067;3;122;8.5;43.39;Kg;12;0;0;5102;0
558067;4;148;2.8;45.82;Kg;12;0;0;5102;0
558067;5;110;3.2;43.73;Kg;12;0;0;5102;0
558067;6;267;1;26.74;Un;18;0;20;5102;33.33
558067;7;140;2.15;13.5;Kg;18;0;20;5102;33.33
558067;8;144;3;49.44;Un;18;0;0;5102;0
558067;9;465;6;55.06;Un;0;0;0;5102;0
558067;10;154;1;9.47;Un;18;0;20;5102;33.33
558067;11;442;1;27.93;Bd;0;0;0;5102;0
558067;12;499;5.07;7.89;Kg;18;0;20;5102;33.33
558067;13;478;0.51;88.26;Kg;18;0;20;5102;33.33
558067;14;483;1.63;24.4;Kg;18;0;20;5102;33.33
558067;15;316;1.06;15.08;Kg;18;0;20;5102;33.33
558067;16;460;1;45.74;Bd;18;0;20;5102;33.33
558067;17;116;0.46;54.11;Kg;18;0;20;5102;33.33
558182;1;756;10;19.9;Un;18;0;20;5102;33.33
557361;1;267;2;26.74;Un;18;0;20;5102;33.33
557361;2;119;1;33.18;Un;0;0;60;5405;0
557361;3;105;1;16.8;Un;18;0;20;5102;33.33
557361;4;450;1;14.9;Un;0;0;60;5405;0
557362;1;341;1;21.09;Un;18;0;0;5102;0
557362;2;352;1;17.48;Un;18;0;0;5102;0
557362;3;102;1;39.5;Bd;18;0;20;5102;61.11
557362;4;224;2.5;22.86;Kg;0;0;0;5102;0
557362;5;378;1;23.25;Un;18;0;20;5102;33.33
558068;1;371;2;216.86;Bd;18;0;20;5102;61.11
557363;1;102;2;39.5;Bd;18;0;20;5102;61.11
557363;2;300;6;8;Un;0;0;60;5405;0
557363;3;343;1;49.88;Un;18;0;20;5102;33.33
557363;4;352;1;17.48;Un;18;0;0;5102;0
557363;5;483;1;24.4;Kg;18;0;20;5102;33.33
557363;6;126;2.42;12.21;Kg;18;0;20;5102;33.33
557363;7;155;4;39.72;Kg;18;0;20;5102;33.33
557363;8;446;2;12.66;Un;0;0;0;5102;0
557363;9;1113;0.134;144.5;Kg;18;0;0;5102;0
557363;10;987;1;11.3;Un;0;0;0;5102;0
557363;11;2229;2;11.3;Un;0;0;0;5102;0
557364;1;170;5;32.94;Kg;12;0;0;5102;0
557364;2;193;6;14.5;Lt;18;0;20;5102;33.33
558069;1;122;16.8;43.39;Kg;12;3;0;5102;0
558069;2;148;8.46;45.82;Kg;12;3;0;5102;0
557365;1;364;2;21.24;Un;12;0;0;5102;0
557365;2;108;5;16.8;Un;18;0;20;5102;33.33
557365;3;181;3.04;42.12;Kg;18;0;20;5102;33.33
557365;4;327;7;12.12;Kg;18;0;20;5102;33.33
557365;5;505;5;21.28;Kg;18;0;20;5102;61.11
557365;6;160;5.42;41.98;Kg;12;0;0;5102;0
557365;7;196;7.55;26.79;Kg;18;0;20;5102;33.33
557366;1;117;0.322;61.48;Kg;18;0;20;5102;33.33
557366;2;224;2.5;22.86;Kg;0;0;0;5102;0
558070;1;418;10;8.19;Kg;18;3;20;5102;33.33
558070;2;155;2;41.5;Kg;18;3;20;5102;33.33
558070;3;148;6.03;45.82;Kg;12;3;0;5102;0
557367;1;425;1;174.93;Un;18;0;20;5102;61.11
558071;1;379;1;12.18;Un;18;0;20;5102;61.11
558071;2;205;3.44;22.62;Kg;0;0;0;5102;0
558071;3;267;2;26.74;Un;18;0;20;5102;33.33
558071;4;196;1.64;30.76;Kg;18;0;20;5102;33.33
558071;5;108;4;16.8;Un;18;0;20;5102;33.33
558071;6;150;5.17;49.88;Kg;18;0;20;5102;33.33
558071;7;146;2.73;42;Kg;18;0;20;5102;33.33
558071;8;435;1;28.75;Un;18;0;20;5102;12
558072;1;160;5.3;46;Kg;12;0;0;5102;0
558072;2;181;3.4;46.8;Kg;18;0;20;5102;33.33
558072;3;313;5;23.2;Kg;18;0;20;5102;33.33
558072;4;420;1;49.14;Bd;18;0;20;5102;33.33
558072;5;155;1;41.5;Kg;18;0;20;5102;33.33
558072;6;156;1;41.5;Un;18;0;20;5102;33.33
558072;7;302;1;42.06;Bd;18;0;20;5102;33.33
558072;8;196;3.2;30.76;Kg;18;0;20;5102;33.33
558072;9;436;6;35.56;Un;0;0;0;5102;0
558072;10;440;5;30.21;Bd;0;0;0;5102;0
558072;11;402;3;14.75;Kg;18;0;20;5102;33.33
557368;1;194;1.34;55.26;Kg;12;0;0;5102;0
557368;2;325;1;64.86;Kg;18;0;20;5102;33.33
558073;1;499;5;7.89;Kg;18;0;20;5102;33.33
558073;2;453;2;28.55;Un;0;0;0;5102;0
558073;3;144;4;49.44;Un;18;0;0;5102;0
558073;4;291;7;15.22;Un;18;0;20;5102;61.11
558073;5;341;1;21.09;Un;18;0;0;5102;0
558073;6;442;1;27.93;Bd;0;0;0;5102;0
558073;7;445;1;19.55;Un;18;0;20;5102;33.33
558073;8;352;1;19.21;Un;18;0;0;5102;0
558073;9;837;6;16.86;Un;0;0;60;5405;0
558073;10;391;24;3.12;Lt;0;0;60;5405;0
558073;11;198;12;11.88;Un;18;0;20;5102;33.33
557370;1;808;4;7.4;Un;0;0;60;5405;0
558074;1;173;5;15.98;Kg;18;0;20;5102;61.11
558074;2;193;4;14.5;Lt;18;0;20;5102;33.33
558074;3;315;0.3;27.84;Kg;18;0;20;5102;33.33
558074;4;2046;2;13.2;Un;0;0;60;5405;0
558074;5;401;4;2.59;Lt;0;0;60;5405;0
558074;6;391;5;3.12;Lt;0;0;60;5405;0
558074;7;926;20;4.2;Un;0;0;0;5102;0
558074;8;331;1;10.34;Un;0;0;60;5405;0
558074;9;992;3;6.17;Lt;12;2;60;5405;0
558074;10;191;2;15.6;Lt;18;0;0;5102;0
558074;11;317;1;2.06;Un;0;0;0;5102;0
558074;12;370;1;18.32;Un;18;0;0;5102;0
558074;13;101;3;5.4;Un;0;0;60;5405;0
558074;14;625;2;8.5;Un;0;0;0;5102;0
558074;15;460;2;45.74;Bd;18;0;20;5102;33.33
557372;1;224;5;22.86;Kg;0;0;0;5102;0
557372;2;709;2.64;58.2;Kg;0;0;0;5102;0
557372;3;203;3.74;19.77;Kg;0;0;60;5405;0
557372;4;122;4.17;38.99;Kg;12;0;0;5102;0
557373;1;684;3;22.23;Un;18;0;20;5102;33.33
557375;1;106;0.65;31.26;Kg;18;0;20;5102;33.33
557375;2;317;2;2.06;Un;0;0;0;5102;0
557375;3;331;1;10.34;Un;0;0;60;5405;0
557375;4;410;1;9.7;Kg;18;0;20;5102;33.33
557375;5;411;1;9.7;Kg;18;0;20;5102;33.33
557377;1;110;0.944;38.99;Kg;12;0;0;5102;0
557377;2;205;1.222;22.62;Kg;0;0;0;5102;0
557377;3;122;8.295;38.99;Kg;12;0;0;5102;0
557378;1;122;4.19;38.99;Kg;12;0;0;5102;0
557379;1;232;5;24.57;Kg;0;0;60;5405;0
557380;1;122;4.26;38.99;Kg;12;0;0;5102;0
557380;2;224;2.5;22.86;Kg;0;0;0;5102;0
557381;1;498;2.064;21.83;Kg;18;0;20;5102;33.33
557382;1;113;5;17.2;Un;18;3;20;5102;33.33
557382;2;165;2.27;66.84;Kg;18;3;20;5102;33.33
557382;3;949;5;11.56;Un;0;3;20;5102;12
557382;4;948;5;10.97;Un;0;3;20;5102;12
557382;5;170;10;32.94;Kg;12;3;0;5102;0
557382;6;194;8.2;55.26;Kg;12;3;0;5102;0
557382;7;153;3.29;68.15;Kg;18;3;20;5102;33.33
558075;1;193;12;14.5;Lt;18;3;20;5102;33.33
558075;2;170;10;34.16;Kg;12;3;0;5102;0
558075;3;191;12;15.6;Lt;18;3;0;5102;0
558184;1;290;4.2;25.05;Kg;18;0;20;5102;33.33
558184;2;877;4;33.9;Un;18;0;20;5102;33.33
558184;3;503;5;43.7;Kg;18;0;20;5102;61.11
558184;4;556;2.5;6.6;Kg;0;0;0;5102;0
558184;5;182;3;2.75;Un;0;0;60;5405;0
558184;6;230;2.5;27.85;Kg;0;0;60;5405;0
558184;7;148;2.7;45.82;Kg;12;0;0;5102;0
558184;8;315;0.15;27.84;Kg;18;0;20;5102;33.33
558076;1;503;10;43.7;Kg;18;0;20;5102;61.11
558076;2;507;5;20.7;Kg;18;0;20;5102;61.11
558076;3;505;5;21.28;Kg;18;0;20;5102;61.11
558076;4;877;1;33.9;Un;18;0;20;5102;33.33
558076;5;167;0.57;49.84;Kg;18;0;20;5102;33.33
558076;6;166;0.6;52.42;Kg;18;0;20;5102;33.33
558076;7;105;3;16.8;Un;18;0;20;5102;33.33
558076;8;958;1;11.7;Un;0;0;0;5102;0
558076;9;150;6.16;49.88;Kg;18;0;20;5102;33.33
558077;1;148;9.5;45.82;Kg;12;0;0;5102;0
558078;1;119;12;33.18;Un;0;0;60;5405;0
558078;2;948;16;11.21;Un;0;0;20;5102;12
558078;3;346;12;12.65;Un;18;0;0;5102;0
558078;4;317;24;2.06;Un;0;0;0;5102;0
558079;1;101;54;5.4;Un;0;2;60;5405;0
558079;2;482;24;4.12;Un;12;2;0;5102;0
558079;3;292;27;3.02;Un;0;2;60;5405;0
558079;4;450;12;14.9;Un;0;2;60;5405;0
558079;5;317;12;2.06;Un;0;2;0;5102;0
558079;6;440;2;30.21;Bd;0;2;0;5102;0
558079;7;480;2;27.84;Bd;18;2;0;5102;0
558079;8;371;2;216.86;Bd;18;2;20;5102;61.11
558079;9;433;20;16.8;Un;18;2;20;5102;61.11
558079;10;505;20;21.28;Kg;18;2;20;5102;61.11
558079;11;509;10;8.85;Kg;18;2;20;5102;61.11
558079;12;108;30;16.8;Un;18;2;20;5102;33.33
