NUMPED;NUMITEM;CODPROD;QTDE;VALUNIT;UNID;ALIQICMS;COMISSAO;STICMS;CFOP;REDUCBASEICMS
554170;5;319;1;44.08;Bd;18;0;20;5102;33.33
554170;6;117;2.04;62;Kg;18;0;20;5102;33.33
554170;7;170;5;32.94;Kg;12;0;0;5102;0
554170;8;122;8.06;35.08;Kg;12;0;0;5102;0
554170;9;955;2;25.5;Un;0;0;20;5102;0
554170;10;123;1.974;50.26;Kg;12;0;0;5102;0
554171;1;510;3.16;17.02;Kg;18;0;20;5102;61.11
554171;2;509;3.13;8.4;Kg;18;0;20;5102;61.11
554171;3;505;5;21.46;Kg;18;0;20;5102;61.11
554171;4;122;1.53;39.9;Kg;12;0;0;5102;0
554171;5;213;0.718;25.9;Kg;0;0;0;5102;0
554172;1;925;2;22.68;Un;18;0;20;5102;12
554172;2;922;1;27.11;Cx;18;0;20;5102;33.33
554174;1;126;11.85;9.6;Kg;18;3;20;5102;33.33
554174;2;140;28.8;8.8;Kg;18;3;20;5102;33.33
554174;3;188;6;16.01;Un;18;3;20;5102;33.33
554174;4;389;16;47;Bd;18;3;20;5102;33.33
554174;5;836;24;21.39;Un;0;3;60;5405;0
554174;6;912;5;35.5;Cx;18;3;0;5102;0
554174;7;328;12;44.46;Un;18;3;20;5102;33.33
554174;8;319;8;38;Bd;18;3;20;5102;33.33
554174;9;307;8;40;Un;18;3;20;5102;33.33
554174;10;507;20;18;Kg;18;3;20;5102;61.11
554174;11;480;4;24;Bd;18;3;0;5102;0
554174;12;442;30;24.5;Bd;0;3;0;5102;0
554174;13;440;10;26.5;Bd;0;3;0;5102;0
554174;14;938;18;16;Un;18;3;0;5102;0
554174;15;332;14.4;12;Kg;12;3;0;5102;0
554174;16;801;20.25;38;Kg;18;3;20;5102;33.33
554174;17;906;10;60;Cx;18;3;20;5102;33.33
554174;18;564;40;14.5;Un;12;3;0;5102;0
554174;19;565;40;14.5;Un;12;3;0;5102;0
554174;20;136;3.925;44;Kg;18;3;20;5102;33.33
554174;21;357;15;62.4;Un;18;1;20;5102;61.11
554174;22;298;40.18;24;Kg;18;3;0;5102;0
554174;23;243;6;65;Kg;0;3;0;5102;0
554174;24;493;4;21.6;Bd;18;3;20;5102;33.33
554174;25;302;6;35.64;Bd;18;3;20;5102;33.33
554174;26;395;12;7.11;Un;0;3;60;5405;0
554174;27;1400;6;7.92;Un;0;3;20;5102;61.11
554174;28;567;5.94;59.3;Kg;0;3;60;5405;0
554174;29;151;32.7;57;Kg;18;3;20;5102;33.33
554174;30;510;10;14.5;Kg;18;3;20;5102;61.11
554174;31;602;36;45.86;Un;18;3;20;5102;33.33
554174;32;706;16;11.34;Un;0;3;60;5405;0
554174;33;1978;12;15.07;Un;0;3;60;5405;0
554174;34;138;48;8.1;Un;0;3;60;5405;0
554174;35;252;2.23;89;Kg;0;3;60;5405;0
554174;36;254;6.4;89;Kg;0;3;60;5405;0
554174;37;796;6.17;23;Kg;0;3;0;5102;0
554174;38;435;12;23;Un;18;3;20;5102;12
554174;39;888;2;23;Kg;18;3;20;5102;33.33
554174;40;315;10;24;Kg;18;3;20;5102;33.33
554175;1;357;6;71.76;Un;18;1;20;5102;61.11
555463;1;106;1.23;26.6;Kg;18;0;20;5102;33.33
555463;2;709;0.404;53.9;Kg;0;0;0;5102;0
555463;3;250;0.162;68.08;Kg;0;0;60;5405;0
555463;4;110;1.022;35.65;Kg;12;0;0;5102;0
555463;5;213;1.03;19.68;Kg;0;0;0;5102;0
555463;6;125;1;50.17;Un;18;0;20;5102;33.33
555528;1;371;1;216.86;Bd;18;0;20;5102;61.11
555464;1;709;2.65;53.9;Kg;0;0;0;5102;0
555464;2;567;6.32;58.94;Kg;0;0;60;5405;0
555464;3;129;3;34.87;Un;18;0;20;5102;33.33
555315;1;148;3.4;38.28;Kg;12;0;0;5102;0
555315;2;170;5;32.94;Kg;12;0;0;5102;0
554177;1;836;2;26.5;Un;0;3;60;5405;0
554177;2;909;1;80;Un;0;3;60;5405;0
554177;3;497;0.158;68.2;Kg;18;3;20;5102;33.33
554177;4;292;4;2.9;Un;0;3;60;5405;0
554177;5;992;2;5.3;Lt;12;2;60;5405;0
554177;6;468;1;35.96;Kg;18;3;0;5102;0
554177;7;224;2.5;21.06;Kg;0;3;0;5102;0
554177;8;602;1;52.28;Un;18;3;20;5102;33.33
554177;9;485;0.3;98.28;Kg;18;3;0;5102;0
554177;10;314;1;83.52;Un;18;3;20;5102;33.33
554177;11;194;1;53.18;Kg;12;3;0;5102;0
554177;12;153;6.1;69.18;Kg;18;3;20;5102;33.33
554177;13;719;0.56;214.99;Kg;18;3;0;5102;0
554177;14;719;0.48;214.99;Kg;18;3;0;5102;0
554177;15;719;1;214.99;Kg;18;3;0;5102;0
554177;16;181;1.6;42.12;Kg;18;3;20;5102;33.33
554177;17;602;2;52.28;Un;18;3;20;5102;33.33
554177;18;224;2.5;21.06;Kg;0;3;0;5102;0
554177;19;837;1;14.51;Un;0;3;60;5405;0
554177;20;412;1;7.93;Kg;18;3;20;5102;33.33
554177;21;129;1;30.51;Un;18;3;20;5102;33.33
554177;22;101;2;5.16;Un;0;3;60;5405;0
554177;23;292;2;2.9;Un;0;3;60;5405;0
554177;24;322;1;15.5;Un;0;3;60;5405;0
554177;25;1978;1;18.9;Un;0;3;60;5405;0
554177;26;521;0.52;6.9;Kg;0;3;0;5102;0
554177;27;521;0.506;6.9;Kg;0;3;0;5102;0
554177;28;2279;1;9.9;Un;0;3;60;5405;0
555316;1;181;1.428;42.12;Kg;18;0;20;5102;33.33
555316;2;500;5;37.84;Kg;18;0;20;5102;61.11
554178;1;938;1;18.88;Un;18;0;0;5102;0
554178;2;133;1;21.5;Un;0;0;20;5102;33.33
555465;1;155;10;34.98;Kg;18;3;20;5102;33.33
554179;1;110;1.622;36.23;Kg;12;0;0;5102;0
555317;1;182;24;2.75;Un;0;0;60;5405;0
554180;1;749;1;23.5;Un;0;0;0;5102;0
554180;2;106;2.508;29.9;Kg;18;0;20;5102;33.33
554180;3;213;1.056;25.9;Kg;0;0;0;5102;0
554180;4;213;1.004;25.9;Kg;0;0;0;5102;0
554180;5;110;1.008;41.9;Kg;12;0;0;5102;0
555318;1;148;3.4;38.28;Kg;12;0;0;5102;0
555318;2;170;5;32.94;Kg;12;0;0;5102;0
555318;3;302;1;42.06;Bd;18;0;20;5102;33.33
555318;4;122;4.05;34.16;Kg;12;0;0;5102;0
554181;1;182;1;2.75;Un;0;0;60;5405;0
554182;1;166;7.12;42.32;Kg;18;3;20;5102;33.33
554182;2;130;6.49;46;Kg;18;3;20;5102;33.33
554182;3;601;5;35;Kg;18;3;0;5102;0
554182;4;919;5;27;Kg;18;3;0;5102;0
554182;5;169;6.26;60;Kg;18;3;20;5102;33.33
554182;6;155;60;29.5;Kg;18;3;20;5102;33.33
554182;7;866;12;9.15;Un;0;3;60;5405;0
554182;8;509;10;7;Kg;18;3;20;5102;61.11
554182;9;299;49.2;43;Kg;0;3;60;5405;0
554182;10;908;8;16.75;Cx;18;3;0;5102;0
554182;11;175;1;67.8;Cx;0;3;0;5102;0
554182;12;621;5;21;Kg;0;3;0;5102;0
554182;13;511;19.2;16;Kg;0;3;60;5405;0
554182;14;490;12.5;18;Kg;0;3;0;5102;0
554182;15;481;6;95;Un;18;3;20;5102;33.33
554182;16;483;30;20;Kg;18;3;20;5102;33.33
554182;17;450;24;10.9;Un;0;3;60;5405;0
554182;18;485;10;70;Kg;18;3;0;5102;0
554182;19;224;30;18;Kg;0;3;0;5102;0
554182;20;460;6;40;Bd;18;3;20;5102;33.33
554182;21;910;40;8.99;Un;0;3;60;5405;0
554182;22;290;52.93;21.5;Kg;18;3;20;5102;33.33
554182;23;428;10;14;Kg;18;3;20;5102;33.33
554182;24;275;5;27.27;Kg;0;3;0;5102;0
554182;25;478;15;75;Kg;18;3;20;5102;33.33
554182;26;479;20;74;Kg;18;3;20;5102;33.33
554182;27;342;12;4.2;Lt;18;3;0;5102;0
554182;28;949;16;9.2;Un;0;3;20;5102;12
554182;29;569;10;30.5;Kg;18;3;20;5102;33.33
554182;30;427;10;6.7;Kg;18;3;20;5102;33.33
554182;31;699;2.5;10.8;Kg;0;3;0;5102;0
554182;32;346;12;11;Un;18;3;0;5102;0
554182;33;362;10;35;Kg;18;3;20;5102;33.33
554182;34;484;22.68;44;Kg;18;3;20;5102;33.33
554182;35;359;20;53;Kg;18;3;20;5102;33.33
554182;36;516;10;15.7;Kg;18;3;20;5102;33.33
554182;37;519;15;15;Kg;18;3;20;5102;33.33
554182;38;486;10;15;Kg;18;3;20;5102;33.33
554182;39;433;20;14;Un;18;3;20;5102;61.11
554182;40;477;30;7.7;Un;0;3;60;5405;0
554182;41;469;10;50;Kg;18;3;0;5102;0
554182;42;316;70;12.5;Kg;18;3;20;5102;33.33
554183;1;502;4;21.47;Un;18;0;20;5102;61.11
554183;2;505;2;21.28;Kg;18;0;20;5102;61.11
554183;3;507;2.255;20.7;Kg;18;0;20;5102;61.11
555319;1;182;24;2.88;Un;0;0;60;5405;0
555319;2;140;3.65;11.5;Kg;18;0;20;5102;33.33
555319;3;196;6.35;26.79;Kg;18;0;20;5102;33.33
554184;1;1979;24;19.2;Un;0;3;0;5102;0
555320;1;227;5;18.99;Kg;0;0;60;5405;0
554185;1;126;4.1;11.62;Kg;18;0;20;5102;33.33
555321;1;122;8.35;34.16;Kg;12;0;0;5102;0
555321;2;298;12.75;29.9;Kg;18;0;0;5102;0
555321;3;125;2;48.26;Un;18;0;20;5102;33.33
554186;1;105;10;16;Un;18;0;20;5102;33.33
555322;1;170;10;32.94;Kg;12;0;0;5102;0
555322;2;170;30;32.94;Kg;12;0;0;5102;0
554187;1;505;30;21.28;Kg;18;3;20;5102;61.11
555323;1;125;1;48.26;Un;18;0;20;5102;33.33
554189;1;100;16.8;35.31;Kg;12;3;0;5102;0
554189;2;219;3.5;27;Kg;0;3;0;5102;0
554189;3;299;2.685;49.88;Kg;0;3;60;5405;0
554189;4;124;4;16.47;Un;18;3;20;5102;33.33
554189;5;224;5;21.06;Kg;0;3;0;5102;0
554189;6;497;3.15;64.9;Kg;18;3;20;5102;33.33
554190;1;196;8.3;26.79;Kg;18;0;20;5102;33.33
554191;1;314;2;83.52;Un;18;3;20;5102;33.33
554191;2;105;10;16;Un;18;3;20;5102;33.33
554192;1;100;4.06;35.31;Kg;12;0;0;5102;0
554192;2;204;3.72;16.85;Kg;0;0;70;5405;0
554192;3;992;12;5.18;Lt;12;2;60;5405;0
554192;4;124;1;16.47;Un;18;0;20;5102;33.33
554192;5;156;1;34.98;Un;18;0;20;5102;33.33
554192;6;110;0.412;41.9;Kg;12;0;0;5102;0
554192;7;508;1.73;7.8;Kg;18;0;20;5102;61.11
554192;8;509;1.59;8.26;Kg;18;0;20;5102;61.11
554192;9;510;1.56;16.82;Kg;18;0;20;5102;61.11
554193;1;1169;15;34.9;Kg;18;0;0;5102;0
554193;2;129;2;30.51;Un;18;0;20;5102;33.33
554193;3;316;2.1;14.5;Kg;18;0;20;5102;33.33
554193;4;319;1;44.08;Bd;18;0;20;5102;33.33
554195;1;122;16.7;35.08;Kg;12;0;0;5102;0
554195;2;170;5;32.94;Kg;12;0;0;5102;0
554195;3;117;1.482;62;Kg;18;0;20;5102;33.33
554196;1;117;15.45;62;Kg;18;0;20;5102;33.33
554196;2;159;8.13;38.28;Kg;18;0;20;5102;33.33
554196;3;135;2;101.8;Bd;12;0;0;5102;0
554196;4;114;3.66;39.44;Kg;18;0;20;5102;33.33
554196;5;121;4.26;30.94;Kg;18;0;20;5102;33.33
554196;6;348;2;10.32;Un;18;0;20;5102;12
554196;7;302;1;42.06;Bd;18;0;20;5102;33.33
554197;1;213;20.53;17.96;Kg;0;0;0;5102;0
554198;1;371;2;209.76;Bd;18;0;20;5102;61.11
554199;1;1169;20;34.8;Kg;18;0;0;5102;0
554199;2;114;3.55;39.44;Kg;18;0;20;5102;33.33
554200;1;100;12.45;35.31;Kg;12;0;0;5102;0
554200;2;170;5;32.94;Kg;12;0;0;5102;0
554200;3;150;0.52;38.28;Kg;18;0;20;5102;33.33
554201;1;148;9.11;38.28;Kg;12;0;0;5102;0
554202;1;100;16.65;35.31;Kg;12;3;0;5102;0
554202;2;215;3.53;23.4;Kg;0;3;60;5405;0
554202;3;503;10;44.28;Kg;18;3;20;5102;61.11
554202;4;224;5;21.06;Kg;0;3;0;5102;0
554203;1;899;1;40.22;Un;18;0;20;5102;12
554203;2;906;2;70.8;Cx;18;0;20;5102;33.33
554203;3;300;12;7.17;Un;0;0;60;5405;0
554203;4;922;2;27.11;Cx;18;0;20;5102;33.33
555529;1;505;3.28;21.83;Kg;18;0;20;5102;61.11
555529;2;277;2.5;25;Kg;0;0;0;5102;0
555529;3;503;5;44.08;Kg;18;0;20;5102;61.11
555529;4;508;1.27;9;Kg;18;0;20;5102;61.11
555529;5;509;1.37;8.4;Kg;18;0;20;5102;61.11
555529;6;510;1.07;17.34;Kg;18;0;20;5102;61.11
555529;7;409;5;7.7;Kg;0;0;0;5102;0
555529;8;506;0.39;12.03;Kg;18;0;20;5102;61.11
555529;9;290;1.17;25.34;Kg;18;0;20;5102;33.33
554204;1;500;5;37.51;Kg;18;0;20;5102;61.11
554204;2;505;5;21.28;Kg;18;0;20;5102;61.11
555466;1;122;50.25;34.16;Kg;12;3;0;5102;0
555466;2;110;24.8;35.65;Kg;12;3;0;5102;0
555324;1;254;1.008;129.9;Kg;0;0;60;5405;0
555324;2;254;1.018;129.9;Kg;0;0;60;5405;0
555324;3;253;1.026;86.9;Kg;18;0;20;5102;33.33
555324;4;253;1.036;86.9;Kg;18;0;20;5102;33.33
555467;1;505;30;21.28;Kg;18;3;20;5102;61.11
555468;1;170;15;32.94;Kg;12;0;0;5102;0
555468;2;154;5;9.47;Un;18;0;20;5102;33.33
555468;3;119;3;33.18;Un;0;0;60;5405;0
555468;4;602;1;52.28;Un;18;0;20;5102;33.33
555468;5;317;1;1.89;Un;0;0;0;5102;0
555468;6;365;1;4.37;Lt;18;0;0;5102;0
554205;1;110;0.628;36.23;Kg;12;0;0;5102;0
554205;2;106;0.63;26.6;Kg;18;0;20;5102;33.33
554205;3;144;1;44.37;Un;18;0;0;5102;0
554205;4;487;1;10.86;Un;18;0;0;5102;0
554206;1;205;3.44;22.62;Kg;0;0;0;5102;0
554206;2;124;2;16.47;Un;18;0;20;5102;33.33
554206;3;155;1;34.98;Kg;18;0;20;5102;33.33
554206;4;483;0.55;24.4;Kg;18;0;20;5102;33.33
554206;5;106;1.2;26.6;Kg;18;0;20;5102;33.33
555469;1;182;25;2.88;Un;0;0;60;5405;0
555469;2;170;10;32.94;Kg;12;0;0;5102;0
555469;3;126;20.3;11.62;Kg;18;0;20;5102;33.33
555326;1;155;1;34.98;Kg;18;0;20;5102;33.33
554207;1;117;1.98;62;Kg;18;0;20;5102;33.33
554207;2;370;2;17.2;Un;18;0;0;5102;0
554207;3;2204;1;17.5;Un;0;0;0;5102;0
554207;4;346;2;12.65;Un;18;0;0;5102;0
554207;5;416;4;17.42;Kg;18;0;20;5102;33.33
554207;6;460;1;45.6;Bd;18;0;20;5102;33.33
554207;7;505;5;21.28;Kg;18;0;20;5102;61.11
554207;8;507;5;20.7;Kg;18;0;20;5102;61.11
554207;9;129;2;30.51;Un;18;0;20;5102;33.33
554208;1;170;20;32.94;Kg;12;0;0;5102;0
554208;2;602;2;52.28;Un;18;0;20;5102;33.33
554208;3;129;4;30.51;Un;18;0;20;5102;33.33
554208;4;365;2;4.37;Lt;18;0;0;5102;0
554208;5;126;6.18;11.62;Kg;18;0;20;5102;33.33
554208;6;352;1;17.48;Un;18;0;0;5102;0
554208;7;346;2;12.65;Un;18;0;0;5102;0
555470;1;124;1;16.47;Un;18;0;20;5102;33.33
555470;2;156;1;34.98;Un;18;0;20;5102;33.33
555470;3;992;12;5.3;Lt;12;2;60;5405;0
555470;4;293;2;13.9;Un;18;0;0;5102;0
555470;5;508;1.565;9;Kg;18;0;20;5102;61.11
555470;6;509;1.6;8.26;Kg;18;0;20;5102;61.11
555470;7;510;1.7;16.82;Kg;18;0;20;5102;61.11
554209;1;314;1;83.52;Un;18;0;20;5102;33.33
554209;2;387;1;21.74;Un;18;0;20;5102;12
554209;3;442;2;27.93;Bd;0;0;0;5102;0
554209;4;160;5.35;37.95;Kg;12;0;0;5102;0
554209;5;411;2;9.7;Kg;18;0;20;5102;33.33
554209;6;150;5.19;38.28;Kg;18;0;20;5102;33.33
554209;7;456;1;30.86;Un;0;0;0;5102;0
554209;8;436;1;35.56;Un;0;0;0;5102;0
554209;9;307;3;46.4;Un;18;0;20;5102;33.33
554209;10;146;2.27;42;Kg;18;0;20;5102;33.33
554209;11;205;3.45;22.62;Kg;0;0;0;5102;0
554209;12;362;0.5;40.95;Kg;18;0;20;5102;33.33
554209;13;503;5;44.28;Kg;18;0;20;5102;61.11
554209;14;505;5;21.28;Kg;18;0;20;5102;61.11
554209;15;507;5;20.7;Kg;18;0;20;5102;61.11
554209;16;509;2.4;8.26;Kg;18;0;20;5102;61.11
554210;1;110;3.11;36.23;Kg;12;1.5;0;5102;0
554210;2;122;4.125;35.08;Kg;12;1.5;0;5102;0
554210;3;364;1;21.91;Un;12;1.5;0;5102;0
554210;4;124;2;16.47;Un;18;1.5;20;5102;33.33
554210;5;465;1;52.7;Un;0;1.5;0;5102;0
554211;1;2100;1;7;Un;0;3;0;5102;0
554211;2;179;0.452;62.9;Kg;18;3;20;5102;12
554211;3;405;0.272;53.4;Kg;18;3;20;5102;33.33
554211;4;167;0.268;46.68;Kg;18;3;20;5102;33.33
554211;5;719;0.1;214.99;Kg;18;3;0;5102;0
554211;6;2249;1;13;Un;18;3;20;5102;33.33
554211;7;130;0.196;56.9;Kg;18;3;20;5102;33.33
554211;8;2230;1;9.8;Un;0;3;60;5405;0
554212;1;196;5.1;26.79;Kg;18;3;20;5102;33.33
554212;2;122;48.85;35.08;Kg;12;3;0;5102;0
554212;3;110;24.8;36.23;Kg;12;3;0;5102;0
554213;1;100;4.09;39.9;Kg;12;0;0;5102;0
554213;2;181;2.95;42.12;Kg;18;0;20;5102;33.33
554213;3;153;2.46;66.99;Kg;18;0;20;5102;33.33
554213;4;119;1;30.51;Un;0;0;60;5405;0
554213;5;126;0.79;11.62;Kg;18;0;20;5102;33.33
554214;1;509;5;8.26;Kg;18;0;20;5102;61.11
554214;2;507;5;20.7;Kg;18;0;20;5102;61.11
554214;3;505;5;21.28;Kg;18;0;20;5102;61.11
555327;1;307;1;46.4;Un;18;0;20;5102;33.33
555327;2;497;0.2;64.9;Kg;18;0;20;5102;33.33
554215;1;122;49.3;35.08;Kg;12;0;0;5102;0
554215;2;170;10;32.94;Kg;12;0;0;5102;0
554215;3;119;2;30.51;Un;0;0;60;5405;0
554215;4;359;3.1;62.01;Kg;18;0;20;5102;33.33
554215;5;117;1.154;62;Kg;18;0;20;5102;33.33
554215;6;992;36;5.18;Lt;12;2;60;5405;0
554216;1;335;12;7.4;Un;18;0;20;5102;33.33
554216;2;442;1;27.93;Bd;0;0;0;5102;0
554216;3;425;1;174.93;Un;18;0;20;5102;61.11
554216;4;503;5;44.28;Kg;18;0;20;5102;61.11
554216;5;121;0.48;30.94;Kg;18;0;20;5102;33.33
554216;6;301;1;82.84;Un;18;0;0;5102;0
555329;1;292;27;2.9;Un;0;0;60;5405;0
555329;2;649;4;23.9;Un;0;0;0;5102;0
555329;3;117;7.03;62;Kg;18;0;20;5102;33.33
554217;1;155;12;34.98;Kg;18;0;20;5102;33.33
554217;2;925;1;22.68;Un;18;0;20;5102;12
554217;3;927;1;30.16;Cx;18;0;20;5102;33.33
554218;1;156;20;34.98;Un;18;0;20;5102;33.33
554218;2;180;2.94;47.83;Kg;18;0;20;5102;33.33
554218;3;602;2;52.28;Un;18;0;20;5102;33.33
554218;4;307;4;46.4;Un;18;0;20;5102;33.33
554219;1;754;1;39.9;Un;18;0;20;5102;33.33
554219;2;173;5;13.62;Kg;18;0;20;5102;61.11
554219;3;503;5;44.28;Kg;18;0;20;5102;61.11
554219;4;315;0.26;27.84;Kg;18;0;20;5102;33.33
554219;5;391;5;2.7;Lt;0;0;60;5405;0
554219;6;401;5;2.53;Lt;0;0;60;5405;0
554219;7;497;0.55;64.9;Kg;18;0;20;5102;33.33
554219;8;101;6;5.16;Un;0;0;60;5405;0
554219;9;331;1;10.43;Un;0;0;60;5405;0
554219;10;341;1;18.84;Un;18;0;0;5102;0
554219;11;335;2;7.4;Un;18;0;20;5102;33.33
554219;12;306;1;10.08;Un;18;0;0;5102;0
554219;13;193;4;12.73;Lt;18;0;20;5102;33.33
554219;14;191;1;13.92;Lt;18;0;0;5102;0
554219;15;334;1;12.39;Un;18;0;20;5102;12
554219;16;370;1;17.2;Un;18;0;0;5102;0
554219;17;625;2;8.1;Un;0;0;0;5102;0
554219;18;460;2;45.6;Bd;18;0;20;5102;33.33
554220;1;193;1;12.73;Lt;18;3;20;5102;33.33
554220;2;554;2;30.68;Un;18;3;20;5102;33.33
554220;3;267;1;25.41;Un;18;3;20;5102;33.33
554220;4;374;2;5.19;Lt;18;3;20;5102;12
554220;5;105;6;16;Un;18;3;20;5102;33.33
554220;6;442;1;27.93;Bd;0;3;0;5102;0
554220;7;411;2;9.7;Kg;18;3;20;5102;33.33
554220;8;145;1;14.38;Un;0;3;60;5405;0
554220;9;352;1;17.48;Un;18;3;0;5102;0
554221;1;170;30;32.94;Kg;12;0;0;5102;0
554221;2;117;0.442;84.9;Kg;18;0;20;5102;33.33
554222;1;298;2.52;29.9;Kg;18;0;0;5102;0
554222;2;275;3.25;37.5;Kg;0;0;0;5102;0
554222;3;509;1.75;8.26;Kg;18;0;20;5102;61.11
554222;4;465;6;52.7;Un;0;0;0;5102;0
554222;5;302;1;42.06;Bd;18;0;20;5102;33.33
554222;6;319;1;44.08;Bd;18;0;20;5102;33.33
554222;7;480;1;27.84;Bd;18;0;0;5102;0
554222;8;442;1;27.93;Bd;0;0;0;5102;0
554222;9;505;5;21.28;Kg;18;0;20;5102;61.11
554222;10;197;1;60.9;Cx;18;0;0;5102;0
554222;11;316;1.5;14.5;Kg;18;0;20;5102;33.33
554222;12;902;1;14.27;Cx;18;0;20;5102;33.33
554222;13;348;1;10.32;Un;18;0;20;5102;12
554222;14;150;2.72;38.28;Kg;18;0;20;5102;33.33
554222;15;160;3.9;37.95;Kg;12;0;0;5102;0
554222;16;126;0.85;11.62;Kg;18;0;20;5102;33.33
554222;17;121;1.51;30.94;Kg;18;0;20;5102;33.33
554222;18;106;1.85;26.6;Kg;18;0;20;5102;33.33
554222;19;122;20.6;35.08;Kg;12;0;0;5102;0
554222;20;474;1;22.2;Un;18;0;20;5102;33.33
554222;21;110;3.28;36.23;Kg;12;0;0;5102;0
554222;22;148;3.1;38.28;Kg;12;0;0;5102;0
554222;23;918;1;47.2;Un;18;0;60;5405;0
554222;24;921;1;19.22;Cx;18;0;20;5102;6.11
554222;25;346;2;12.65;Un;18;0;0;5102;0
554222;26;414;1;12.79;Kg;18;0;20;5102;66.66
554222;27;360;1;8;Kg;18;0;20;5102;33.33
554222;28;478;0.53;88.5;Kg;18;0;20;5102;33.33
554222;29;490;0.52;21.6;Kg;0;0;0;5102;0
554222;30;382;1;52.36;Un;18;0;20;5102;33.33
554222;31;144;3;44.37;Un;18;0;0;5102;0
554223;1;433;4;16.8;Un;18;0;20;5102;61.11
554223;2;899;1;40.22;Un;18;0;20;5102;12
554225;1;122;24.5;35.08;Kg;12;3;0;5102;0
554225;2;110;6.45;36.23;Kg;12;3;0;5102;0
554225;3;425;1;174.93;Un;18;3;20;5102;61.11
554226;1;402;2.5;14.75;Kg;18;0;20;5102;33.33
554226;2;436;6;35.56;Un;0;0;0;5102;0
554226;3;371;1;209.76;Bd;18;0;20;5102;61.11
554226;4;302;1;42.06;Bd;18;0;20;5102;33.33
554226;5;440;5;30.21;Bd;0;0;0;5102;0
554226;6;181;3.4;42.12;Kg;18;0;20;5102;33.33
554226;7;507;2.1;20.7;Kg;18;0;20;5102;61.11
554226;8;505;2.3;21.28;Kg;18;0;20;5102;61.11
554226;9;420;1;49.14;Bd;18;0;20;5102;33.33
554227;1;499;4.07;7;Kg;18;0;20;5102;33.33
554227;2;325;2;57.12;Kg;18;0;20;5102;33.33
554227;3;315;1.04;27.84;Kg;18;0;20;5102;33.33
554227;4;316;1.02;14.5;Kg;18;0;20;5102;33.33
554227;5;359;1.1;62.01;Kg;18;0;20;5102;33.33
554227;6;443;3;39.52;Un;18;0;0;5102;0
554228;1;122;12.33;35.08;Kg;12;3;0;5102;0
554228;2;135;2;101.8;Bd;12;3;0;5102;0
554228;3;220;5;22.62;Kg;0;3;60;5405;0
554229;1;122;12.36;35.08;Kg;12;0;0;5102;0
554229;2;170;10;32.94;Kg;12;0;0;5102;0
554229;3;128;1;20.5;Un;18;0;20;5102;12
554229;4;150;0.214;38.28;Kg;18;0;20;5102;33.33
554230;1;505;5;21.28;Kg;18;0;20;5102;61.11
554230;2;507;5;20.7;Kg;18;0;20;5102;61.11
554230;3;167;0.69;46.68;Kg;18;0;20;5102;33.33
554230;4;166;0.66;49.51;Kg;18;0;20;5102;33.33
554230;5;335;4;7.4;Un;18;0;20;5102;33.33
554230;6;122;8.15;35.08;Kg;12;0;0;5102;0
554230;7;958;2;10;Un;0;0;0;5102;0
554231;1;341;1;18.84;Un;18;0;0;5102;0
554231;2;352;1;17.48;Un;18;0;0;5102;0
554231;3;224;2.5;21.06;Kg;0;0;0;5102;0
554232;1;356;80;10.47;Un;0;1;60;5405;0
554232;2;370;12;17.2;Un;18;2;0;5102;0
554232;3;352;1;17.48;Un;18;2;0;5102;0
554232;4;341;1;18.84;Un;18;2;0;5102;0
554232;5;387;1;21.74;Un;18;2;20;5102;12
554232;6;328;2;52.46;Un;18;2;20;5102;33.33
554232;7;307;2;46.4;Un;18;2;20;5102;33.33
554232;8;480;2;27.84;Bd;18;2;0;5102;0
554232;9;435;2;26.45;Un;18;2;20;5102;12
554232;10;108;30;16;Un;18;2;20;5102;33.33
554232;11;360;10;8;Kg;18;2;20;5102;33.33
555471;1;511;4.87;18.4;Kg;0;0;60;5405;0
555471;2;148;3.095;38.28;Kg;12;0;0;5102;0
555471;3;160;1.99;37.95;Kg;12;0;0;5102;0
555471;4;224;15;20.74;Kg;0;0;0;5102;0
555471;5;227;30;18.99;Kg;0;0;60;5405;0
555471;6;442;2;27.93;Bd;0;0;0;5102;0
555471;7;156;2;34.98;Un;18;0;20;5102;33.33
555471;8;250;0.71;68.08;Kg;0;0;60;5405;0
555471;9;445;1;19.55;Un;18;0;20;5102;33.33
555530;1;509;1.28;8.26;Kg;18;0;20;5102;61.11
555330;1;106;1.87;26.6;Kg;18;0;20;5102;33.33
555330;2;310;1;14.51;Kg;18;0;20;5102;33.33
555330;3;150;0.704;38.28;Kg;18;0;20;5102;33.33
555330;4;124;1;16.47;Un;18;0;20;5102;33.33
555330;5;321;1;10.28;Lt;0;0;60;5405;0
555331;1;453;1;27.37;Un;0;0;0;5102;0
555331;2;456;1;30.86;Un;0;0;0;5102;0
555331;3;435;1;28.75;Un;18;0;20;5102;12
555331;4;314;1;83.52;Un;18;0;20;5102;33.33
555331;5;346;1;12.65;Un;18;0;0;5102;0
555331;6;442;1;27.93;Bd;0;0;0;5102;0
555331;7;302;1;42.06;Bd;18;0;20;5102;33.33
555331;8;312;0.3;22.43;Kg;18;0;20;5102;33.33
555331;9;712;0.3;25.8;Kg;18;0;20;5102;61.11
555473;1;148;9.15;38.28;Kg;12;0;0;5102;0
555332;1;958;2;10;Un;0;0;0;5102;0
555332;2;719;0.5;214.99;Kg;18;0;0;5102;0
