CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
2914;1;31;Cliente 2914;;SP;;1;-1;0
2915;1;31;Cliente 2915;;SP;;1;-1;0
2916;1;31;Cliente 2916;;SP;;1;-1;0
2917;1;31;Cliente 2917;;SP;;1;-1;0
2918;1;31;Cliente 2918;;SP;;1;-1;0
2919;1;31;Cliente 2919;SAO PAULO;SP;;1;-1;0
2920;1;31;Cliente 2920;;SP;;1;-1;0
2921;1;31;Cliente 2921;;SP;;1;-1;0
2922;1;31;Cliente 2922;;SP;;1;-1;0
2923;1;31;Cliente 2923;;SP;;1;-1;0
2924;1;31;Cliente 2924;;SP;;1;-1;0
2925;1;31;Cliente 2925;;SP;;1;-1;0
2926;1;31;Cliente 2926;;SP;;1;-1;0
2928;1;31;Cliente 2928;;SP;;1;-1;0
2929;1;31;Cliente 2929;;SP;;1;-1;0
2930;1;31;Cliente 2930;;SP;;1;-1;0
2931;1;31;Cliente 2931;;SP;;1;-1;0
2932;1;31;Cliente 2932;;SP;;1;-1;0
2933;1;31;Cliente 2933;;SP;;1;-1;0
2934;1;31;Cliente 2934;;SP;;1;-1;0
2935;1;31;Cliente 2935;;SP;;1;-1;0
2937;1;31;Cliente 2937;;SP;;1;-1;0
2938;1;31;Cliente 2938;;SP;;1;-1;0
2939;1;31;Cliente 2939;;SP;;1;-1;0
2940;1;31;Cliente 2940;;SP;;1;-1;0
2941;1;31;Cliente 2941;;SP;;1;-1;0
2942;1;31;Cliente 2942;;SP;;1;-1;0
2943;1;31;Cliente 2943;;SP;;1;-1;0
2944;1;31;Cliente 2944;;SP;;1;-1;0
2945;1;31;Cliente 2945;;SP;;1;-1;0
2946;1;31;Cliente 2946;;SP;;1;-1;0
2947;1;31;Cliente 2947;;SP;;1;-1;0
2948;1;31;Cliente 2948;;SP;;1;-1;0
2949;1;31;Cliente 2949;;SP;;1;-1;0
2950;1;31;Cliente 2950;;SP;;1;-1;0
2951;1;31;Cliente 2951;;SP;;1;-1;0
2952;1;22;Cliente 2952;;SP;;1;-1;0
2953;1;31;Cliente 2953;são paulo;SP;;1;-1;0
2954;1;31;Cliente 2954;;SP;;1;-1;0
2955;1;31;Cliente 2955;;SP;;1;-1;0
2956;1;31;Cliente 2956;;SP;;1;-1;0
2957;1;31;Cliente 2957;;SP;;1;-1;0
2958;1;31;Cliente 2958;;SP;;1;-1;0
2959;1;31;Cliente 2959;;SP;;1;-1;0
2960;1;31;Cliente 2960;;SP;;1;-1;0
2961;1;31;Cliente 2961;;SP;;1;-1;0
2962;1;31;Cliente 2962;;SP;;1;-1;0
2963;1;31;Cliente 2963;;SP;;1;-1;0
2964;1;31;Cliente 2964;;SP;;1;-1;0
2965;1;31;Cliente 2965;;SP;;1;-1;0
2966;1;31;Cliente 2966;;SP;;1;-1;0
2967;1;9;Cliente 2967;SAO PAULO;SP;3550308;2;-1;14
2968;1;31;Cliente 2968;;SP;;1;-1;0
2969;1;9;Cliente 2969;SÃO PAULO;SP;3550308;2;-1;28
2970;1;31;Cliente 2970;;SP;;1;-1;0
2971;1;31;Cliente 2971;;SP;;1;-1;0
2972;1;31;Cliente 2972;;SP;;1;-1;0
2973;1;31;Cliente 2973;;SP;;1;-1;0
2974;1;31;Cliente 2974;;SP;;1;-1;0
2975;1;31;Cliente 2975;;SP;;1;-1;0
2976;1;9;Cliente 2976;SAO PAULO;SP;3550308;2;0;0
2977;1;9;Cliente 2977;SÃO PAULO;SP;3550308;2;-1;14
2978;1;9;Cliente 2978;SAO PAULO;SP;3550308;2;-1;0
2979;1;9;Cliente 2979;SÃO PAULO;SP;3550308;2;-1;14
2980;1;31;Cliente 2980;;SP;;1;-1;0
2981;1;31;Cliente 2981;;SP;;1;-1;0
2982;1;31;Cliente 2982;;SP;;1;-1;0
2983;1;31;Cliente 2983;SÃO PAULO;SP;;1;-1;0
2984;1;31;Cliente 2984;;SP;;1;-1;0
2985;1;31;Cliente 2985;;SP;;1;-1;0
2986;1;31;Cliente 2986;;SP;;1;-1;0
2987;1;31;Cliente 2987;;SP;;1;-1;0
2988;1;31;Cliente 2988;;SP;;1;-1;0
2989;1;31;Cliente 2989;;SP;;1;-1;0
2990;1;31;Cliente 2990;;SP;;1;-1;0
2991;1;31;Cliente 2991;;SP;;1;-1;0
2992;1;31;Cliente 2992;;SP;;1;-1;0
2993;1;31;Cliente 2993;;SP;;1;-1;0
2994;1;31;Cliente 2994;;SP;;1;-1;0
2995;1;31;Cliente 2995;;SP;;1;-1;0
2996;1;31;Cliente 2996;;SP;;1;-1;0
2997;1;9;Cliente 2997;SAO PAULO;SP;3550308;2;-1;14
2999;1;31;Cliente 2999;SAO PAULO;SP;;1;-1;0
3000;1;31;Cliente 3000;SAO PAULO;SP;;1;-1;0
3002;1;31;Cliente 3002;;SP;;2;-1;0
3003;1;31;Cliente 3003;;SP;;1;-1;0
3004;1;31;Cliente 3004;;SP;;1;-1;0
3005;1;31;Cliente 3005;;SP;;1;-1;0
3006;1;31;Cliente 3006;;SP;;1;-1;0
3007;1;31;Cliente 3007;;SP;;1;-1;0
3008;1;31;Cliente 3008;SAO PAULO;SP;;1;-1;0
3009;1;31;Cliente 3009;SAO PAULO;SP;;1;-1;0
3010;1;31;Cliente 3010;SAO PAULO;SP;;1;-1;0
3011;1;31;Cliente 3011;SAO PAULO;SP;;1;-1;0
3012;1;31;Cliente 3012;SAO PAULO;SP;;1;-1;0
3013;1;31;Cliente 3013;;SP;;1;-1;0
3015;1;31;Cliente 3015;;SP;;1;-1;0
3016;1;31;Cliente 3016;;SP;;1;-1;0
3017;1;31;Cliente 3017;SÃO PAULO;SP;;1;-1;0
3018;1;31;Cliente 3018;;SP;;1;-1;0
3019;1;31;Cliente 3019;SAÕ PAULO;SP;;1;-1;0
3020;1;31;Cliente 3020;SÃO PAULO;SP;;2;-1;0
3021;1;31;Cliente 3021;;SP;;1;-1;0
3022;1;31;Cliente 3022;SÃO PAULO;SP;;1;-1;0
3023;1;31;Cliente 3023;SÃO PAULO;SP;;1;-1;0
3025;1;31;Cliente 3025;;SP;;1;-1;0
3026;1;31;Cliente 3026;;SP;;1;-1;0
3027;1;31;Cliente 3027;;SP;;1;-1;0
3028;1;31;Cliente 3028;;SP;;1;-1;0
3029;1;31;Cliente 3029;;SP;;1;-1;0
3030;1;31;Cliente 3030;;SP;;1;-1;0
3031;1;31;Cliente 3031;;SP;;1;-1;0
3032;1;31;Cliente 3032;;SP;;1;-1;0
3033;1;31;Cliente 3033;;SP;;1;-1;0
3034;1;31;Cliente 3034;;SP;;1;-1;0
3035;1;22;Cliente 3035;;SP;;1;-1;0
3036;1;31;Cliente 3036;;SP;;1;-1;0
3037;1;31;Cliente 3037;;SP;;1;-1;0
3038;1;31;Cliente 3038;;SP;;1;-1;0
3039;1;31;Cliente 3039;;SP;;1;-1;0
3040;1;31;Cliente 3040;;SP;;1;-1;0
3041;1;31;Cliente 3041;;SP;;1;-1;0
3042;1;31;Cliente 3042;;SP;;1;-1;0
3043;1;31;Cliente 3043;;SP;;1;-1;0
3044;1;31;Cliente 3044;;SP;;1;-1;0
3045;1;31;Cliente 3045;;SP;;1;-1;0
3046;1;31;Cliente 3046;;SP;;1;-1;0
3047;1;31;Cliente 3047;;SP;;1;-1;0
3048;1;31;Cliente 3048;SAO PAULO;SP;;1;-1;0
3049;1;31;Cliente 3049;;SP;;1;-1;0
3050;1;31;Cliente 3050;;SP;;1;-1;0
3051;1;31;Cliente 3051;;SP;;1;-1;0
3052;1;31;Cliente 3052;;SP;;1;-1;0
3053;1;31;Cliente 3053;;SP;;1;-1;0
3054;1;31;Cliente 3054;;SP;;1;-1;0
3055;1;31;Cliente 3055;;SP;;1;-1;0
3056;1;31;Cliente 3056;;SP;;1;-1;0
3057;1;31;Cliente 3057;;SP;;1;-1;0
3058;1;31;Cliente 3058;;SP;;1;-1;0
3059;1;31;Cliente 3059;;SP;;1;-1;0
3060;1;31;Cliente 3060;;SP;;1;-1;0
3061;1;31;Cliente 3061;;SP;;1;-1;0
3062;1;31;Cliente 3062;SAO PAULO;SP;3550308;2;-1;0
3063;1;31;Cliente 3063;;SP;;1;-1;0
3064;1;31;Cliente 3064;;SP;;1;-1;0
3065;1;31;Cliente 3065;;SP;;1;-1;0
3066;1;31;Cliente 3066;;SP;;1;-1;0
3067;1;31;Cliente 3067;;SP;;1;-1;0
3068;1;31;Cliente 3068;;SP;;2;-1;0
3069;1;31;Cliente 3069;;SP;;1;-1;0
3070;1;31;Cliente 3070;;SP;;1;-1;0
3071;1;31;Cliente 3071;;SP;;1;-1;0
3072;1;31;Cliente 3072;;SP;;1;-1;0
3073;1;31;Cliente 3073;;SP;;1;-1;0
3074;1;31;Cliente 3074;;SP;;1;-1;0
3075;1;31;Cliente 3075;;SP;;1;-1;0
3076;1;31;Cliente 3076;;SP;;1;-1;0
3077;1;31;Cliente 3077;;SP;;1;-1;0
3078;1;31;Cliente 3078;;SP;;1;-1;0
3079;1;9;Cliente 3079;SAO PAULO;SP;3550308;2;-1;0
3080;1;31;Cliente 3080;;SP;;1;-1;0
3081;1;31;Cliente 3081;;SP;;1;-1;0
3082;1;31;Cliente 3082;;SP;;1;-1;0
3083;1;31;Cliente 3083;;SP;;1;-1;0
3084;1;31;Cliente 3084;;SP;;1;-1;0
3085;1;31;Cliente 3085;;SP;;1;-1;0
3086;1;31;Cliente 3086;;SP;;1;-1;0
3087;1;31;Cliente 3087;;SP;;1;-1;0
3088;1;31;Cliente 3088;;SP;;1;-1;0
3089;1;31;Cliente 3089;;SP;;2;-1;0
3090;1;31;Cliente 3090;TORRE ARUDA;SP;;1;-1;0
3091;1;31;Cliente 3091;;SP;;1;-1;0
3092;1;31;Cliente 3092;;SP;;1;-1;0
3093;1;31;Cliente 3093;;SP;;1;-1;0
3094;1;31;Cliente 3094;;SP;;1;-1;0
3095;1;31;Cliente 3095;;SP;;1;-1;0
3096;1;31;Cliente 3096;;SP;;2;-1;0
3097;1;31;Cliente 3097;;SP;;1;-1;0
3098;1;31;Cliente 3098;;SP;;1;-1;0
3099;1;31;Cliente 3099;;SP;;1;-1;0
3100;1;28;Cliente 3100;SAO PAULO;SP;3550308;2;-1;14
3101;1;31;Cliente 3101;;SP;;1;-1;0
3102;1;31;Cliente 3102;;SP;;1;-1;0
3103;1;31;Cliente 3103;;SP;;2;-1;0
3104;1;31;Cliente 3104;;SP;;1;-1;0
3105;1;31;Cliente 3105;;SP;;1;-1;0
3106;1;31;Cliente 3106;;SP;;1;-1;0
3107;1;31;Cliente 3107;;SP;;1;-1;0
3108;1;31;Cliente 3108;;SP;;1;-1;0
3109;1;31;Cliente 3109;;SP;;1;-1;0
3110;1;31;Cliente 3110;;SP;;1;-1;0
3111;1;31;Cliente 3111;;SP;;1;-1;0
3112;1;31;Cliente 3112;;SP;;2;-1;0
3113;1;31;Cliente 3113;;SP;;2;-1;0
3114;1;31;Cliente 3114;;SP;;2;-1;0
3115;1;31;Cliente 3115;;SP;;1;-1;0
3116;1;31;Cliente 3116;;SP;;1;-1;0
3117;1;31;Cliente 3117;;SP;;1;-1;0
3118;1;31;Cliente 3118;;SP;;1;-1;0
3119;1;31;Cliente 3119;;SP;;2;-1;0
3120;1;31;Cliente 3120;;SP;;1;-1;0
3121;1;31;Cliente 3121;;SP;;1;-1;0
3122;1;31;Cliente 3122;;SP;;2;-1;0
3123;1;31;Cliente 3123;;SP;;1;-1;0
3124;1;31;Cliente 3124;;SP;;2;-1;0
3125;1;31;Cliente 3125;;SP;;1;-1;0
3126;1;31;Cliente 3126;;SP;;1;-1;0
3127;1;31;Cliente 3127;;SP;;1;-1;0
3128;1;31;Cliente 3128;;SP;;1;-1;0
3129;1;31;Cliente 3129;;SP;;2;-1;0
3130;1;31;Cliente 3130;;SP;;2;-1;0
3132;1;31;Cliente 3132;;SP;;1;-1;0
3133;1;31;Cliente 3133;;SP;;1;-1;0
3134;1;31;Cliente 3134;;SP;;1;-1;0
3135;1;31;Cliente 3135;;SP;;1;-1;0
3136;1;31;Cliente 3136;;SP;;1;-1;0
3137;1;31;Cliente 3137;;SP;;1;-1;0
3138;1;31;Cliente 3138;;SP;;1;-1;0
3139;1;31;Cliente 3139;;SP;;2;-1;0
3140;1;22;Cliente 3140;;SP;;1;-1;0
3141;1;31;Cliente 3141;;SP;;1;-1;0
3142;1;31;Cliente 3142;;SP;;1;-1;0
3143;1;31;Cliente 3143;;SP;;1;-1;0
3144;1;31;Cliente 3144;;SP;;1;-1;0
3145;1;31;Cliente 3145;;SP;;2;-1;0
3146;1;31;Cliente 3146;;SP;;2;-1;0
3147;1;31;Cliente 3147;;SP;;1;-1;0
3148;1;31;Cliente 3148;;SP;;1;-1;0
3149;1;31;Cliente 3149;;SP;;1;-1;0
3150;1;31;Cliente 3150;;SP;;1;-1;0
3151;1;31;Cliente 3151;;SP;;1;-1;0
3152;1;31;Cliente 3152;;SP;;2;-1;0
3153;1;31;Cliente 3153;;SP;;1;-1;0
3154;1;31;Cliente 3154;;SP;;2;-1;0
3155;1;9;Cliente 3155;SAO PAULO;SP;3550308;2;-1;10
3156;1;31;Cliente 3156;;SP;;1;-1;0
3157;1;31;Cliente 3157;;SP;;1;-1;0
3158;1;31;Cliente 3158;;SP;;2;-1;0
3159;1;31;Cliente 3159;;SP;;1;-1;0
3160;1;31;Cliente 3160;;SP;;1;-1;0
3161;1;31;Cliente 3161;;SP;;2;-1;0
3162;1;31;Cliente 3162;;SP;;2;-1;0
3163;1;31;Cliente 3163;;SP;;2;-1;0
3164;1;31;Cliente 3164;CHACARA;SP;;1;-1;0
3165;1;27;Cliente 3165;SAO PAULO;SP;3550308;2;-1;10
3166;1;31;Cliente 3166;;SP;;1;-1;0
3168;1;9;Cliente 3168;SAO PAULO;SP;3550308;2;-1;21
3169;1;31;Cliente 3169;;SP;;1;-1;0
3170;1;31;Cliente 3170;;SP;;1;-1;0
3171;1;31;Cliente 3171;;SP;;1;-1;0
3172;1;31;Cliente 3172;;SP;;1;-1;0
3173;1;31;Cliente 3173;;SP;;2;-1;0
3174;1;9;Cliente 3174;SAO PAULO;SP;3550308;2;0;0
3175;1;31;Cliente 3175;;SP;;1;-1;0
3176;1;31;Cliente 3176;;SP;;1;-1;0
3177;1;31;Cliente 3177;;SP;;1;-1;0
3178;1;31;Cliente 3178;;SP;;1;-1;0
3179;1;31;Cliente 3179;;SP;;1;-1;0
3181;1;31;Cliente 3181;;SP;;1;-1;0
3182;1;31;Cliente 3182;;SP;;1;-1;0
3183;1;31;Cliente 3183;;SP;;1;-1;0
3184;1;31;Cliente 3184;;SP;;1;-1;0
3185;1;31;Cliente 3185;;SP;;1;-1;0
3186;1;31;Cliente 3186;;SP;;1;-1;0
3187;1;31;Cliente 3187;;SP;;1;-1;0
3188;1;31;Cliente 3188;;SP;;1;-1;0
3189;1;9;Cliente 3189;SAO PAULO;SP;3550308;2;-1;14
3190;1;31;Cliente 3190;;SP;;1;-1;0
3191;1;31;Cliente 3191;;SP;;1;-1;0
3192;1;9;Cliente 3192;TABOAO DA SERRA;TS;;2;0;0
3193;1;9;Cliente 3193;SAO PAULO;SP;3550308;2;0;0
3194;1;9;Cliente 3194;SAO PAULO;SP;3550308;2;0;0
3195;1;31;Cliente 3195;;SP;;1;-1;0
3196;1;35;Cliente 3196;;SP;;1;-1;0
3197;1;31;Cliente 3197;;SP;;1;-1;0
3198;1;31;Cliente 3198;;SP;;1;-1;0
3199;1;31;Cliente 3199;;SP;;1;-1;0
3200;1;31;Cliente 3200;;SP;;2;-1;0
3201;1;31;Cliente 3201;;SP;;1;-1;0
3202;1;9;Cliente 3202;SAO PAULO;SP;3550308;1;-1;0
3203;1;31;Cliente 3203;;SP;;1;-1;0
3204;1;31;Cliente 3204;;SP;;1;-1;0
3205;1;31;Cliente 3205;;SP;;1;-1;0
3206;1;9;Cliente 3206;SAO PAULO;SP;3550308;2;-1;0
3207;1;31;Cliente 3207;;SP;;1;-1;0
3208;1;28;Cliente 3208;SAO PAULO;SP;3550308;2;-1;14
3209;1;31;Cliente 3209;;SP;;1;-1;0
3210;1;31;Cliente 3210;;SP;;1;-1;0
3211;1;31;Cliente 3211;;SP;;1;-1;0
3212;1;31;Cliente 3212;;SP;;1;-1;0
3213;1;31;Cliente 3213;;SP;;1;-1;0
3214;1;9;Cliente 3214;SAO PAULO;SP;3550308;2;-1;14
3216;1;9;Cliente 3216;SAO PAULO;SP;3550308;2;-1;14
3217;1;31;Cliente 3217;;SP;;1;-1;0
3218;1;31;Cliente 3218;SAO PAULO;SP;;1;-1;0
3220;1;31;Cliente 3220;;SP;;1;-1;0
3221;1;31;Cliente 3221;;SP;;2;-1;0
3222;1;31;Cliente 3222;;SP;;1;-1;0
3223;1;31;Cliente 3223;;SP;;1;-1;0
3224;1;31;Cliente 3224;;SP;;1;-1;0
3225;1;31;Cliente 3225;;SP;;1;-1;0
3226;1;9;Cliente 3226;SAO CAETANO SUL;SP;3548807;2;-1;7
3227;1;9;Cliente 3227;SAO PAULO;SP;3550308;2;0;0
3228;1;31;Cliente 3228;;SP;;1;-1;0
3229;1;31;Cliente 3229;;SP;;2;-1;0
3230;1;9;Cliente 3230;SAO PAULO;SP;;2;-1;0
3231;1;9;Cliente 3231;SAO PAULO;SP;3550308;2;-1;21
3232;1;31;Cliente 3232;;SP;;1;-1;0
3233;1;31;Cliente 3233;;SP;;1;-1;0
3234;1;9;Cliente 3234;SAO PAULO;SP;3550308;2;-1;14
3235;1;27;Cliente 3235;SAO PAULO;SP;3550308;2;-1;14
3236;1;9;Cliente 3236;SAO PAULO;SP;3550308;2;-1;0
3237;1;31;Cliente 3237;;SP;;1;-1;0
3238;1;31;Cliente 3238;;SP;;1;-1;0
3239;1;31;Cliente 3239;;SP;;1;-1;0
3240;1;22;Cliente 3240;;SP;;1;-1;0
3241;1;31;Cliente 3241;;SP;;1;-1;0
3242;1;31;Cliente 3242;;SP;;1;-1;0
3243;1;31;Cliente 3243;;SP;;1;-1;0
3244;1;31;Cliente 3244;;SP;;1;-1;0
3246;1;9;Cliente 3246;;SP;;1;-1;0
3247;1;33;Cliente 3247;SAO PAULO;SP;3550308;2;-1;14
3248;1;33;Cliente 3248;SAO PAULO;SP;3550308;2;-1;14
3249;1;22;Cliente 3249;;SP;;1;-1;0
3250;1;31;Cliente 3250;;SP;;1;-1;0
3251;1;22;Cliente 3251;;SP;;1;-1;0
3252;1;9;Cliente 3252;SAO PAULO;SP;3550308;2;-1;0
3253;1;31;Cliente 3253;;SP;;1;-1;0
3255;1;9;Cliente 3255;SAO PAULO;SP;3550308;2;0;0
3256;1;31;Cliente 3256;;SP;;2;-1;0
3257;1;31;Cliente 3257;SAO PAULO;SP;;1;0;0
3258;1;31;Cliente 3258;SAO PAULO;SP;;1;-1;0
3259;1;31;Cliente 3259;;SP;;1;0;0
3263;1;31;Cliente 3263;;SP;;2;-1;0
3264;1;22;Cliente 3264;SAO PAULO;SP;;1;-1;0
3265;1;31;Cliente 3265;;SP;;1;-1;0
3266;1;31;Cliente 3266;;SP;;1;-1;0
3267;1;31;Cliente 3267;;SP;;1;-1;0
3268;1;31;Cliente 3268;SAO PAULO;SP;;1;-1;0
3269;1;31;Cliente 3269;SAO PAULO;SP;;1;-1;0
3270;1;31;Cliente 3270;SAO PAULO;SP;;1;-1;0
3271;1;31;Cliente 3271;;SP;;1;-1;0
3272;1;31;Cliente 3272;SAO PAULO;SP;;1;-1;0
3273;1;31;Cliente 3273;;SP;;1;-1;0
3274;1;31;Cliente 3274;SAO PAULO;SP;;1;-1;0
3275;1;31;Cliente 3275;SAO PAULO;SP;;1;-1;0
3276;1;31;Cliente 3276;SAO PAULO;SP;;1;-1;0
3277;1;31;Cliente 3277;SAO PAULO;SP;;1;-1;0
3278;1;9;Cliente 3278;SAO BERNARDO DO CAMPO;SP;3548708;2;-1;7
3279;1;31;Cliente 3279;SAO PAULO;SP;;1;-1;0
3280;1;31;Cliente 3280;SAO PAULO;SP;;1;-1;0
3281;1;31;Cliente 3281;SAO PAULO;SP;;1;-1;0
3282;1;31;Cliente 3282;SAO PAULO;SP;;1;-1;0
3283;1;9;Cliente 3283;SAO PAULO;SP;355030;2;0;0
3284;1;9;Cliente 3284;SAO PAULO;SP;355308;2;-1;14
3285;1;31;Cliente 3285;SAO PAULO;SP;;1;-1;0
3286;1;31;Cliente 3286;SAO PAULO;SP;3550308;1;-1;0
3287;1;31;Cliente 3287;SAO PAULO;SP;3550308;1;-1;0
3288;1;9;Cliente 3288;SAO PAULO;SP;3550308;2;0;0
3289;1;9;Cliente 3289;ITAQUAQUECETUBA;SP;3523107;2;-1;10
3290;1;31;Cliente 3290;SAO PAULO;SP;3550308;1;-1;0
3291;1;9;Cliente 3291;SAO PAULO;SP;3550308;2;0;0
3292;1;31;Cliente 3292;SAO PAULO;SP;3550308;1;0;0
3293;1;31;Cliente 3293;SAO PAULO;SP;3550308;1;-1;0
3294;1;31;Cliente 3294;SAO PAULO;SP;3550308;1;-1;0
3295;1;31;Cliente 3295;SAO PAULO;SP;3550308;1;-1;0
3296;1;31;Cliente 3296;SAO PAULO;SP;3550308;1;-1;0
3297;1;31;Cliente 3297;SAO PAULO;SP;3550308;1;-1;0
3298;1;9;Cliente 3298;SAO PAULO;SP;3550308;2;-1;0
3299;1;31;Cliente 3299;SAO PAULO;SP;3550308;1;-1;0
3301;1;31;Cliente 3301;SAO PAULO;SP;3550308;1;-1;0
3302;1;31;Cliente 3302;SAO PAULO;SP;3550308;1;-1;0
3303;1;31;Cliente 3303;SAO PAULO;SP;3550308;1;-1;0
3304;1;31;Cliente 3304;SAO PAULO;SP;3550308;1;-1;0
3305;1;31;Cliente 3305;SAO PAULO;SP;3550308;1;-1;0
3306;1;31;Cliente 3306;SAO PAULO;SP;3550308;1;-1;0
3307;1;31;Cliente 3307;SAO PAULO;SP;3550308;1;-1;0
3308;1;31;Cliente 3308;SAO PAULO;SP;3550308;1;-1;0
3309;1;31;Cliente 3309;SAO PAULO;SP;3550308;1;-1;0
3310;1;31;Cliente 3310;SAO PAULO;SP;3550308;1;-1;0
3311;1;31;Cliente 3311;SAO PAULO;SP;3550308;1;-1;0
3312;1;31;Cliente 3312;SAO PAULO;SP;3550308;1;-1;0
3314;1;31;Cliente 3314;SAO PAULO;SP;3550308;1;-1;0
3315;1;31;Cliente 3315;SAO PAULO;SP;3550308;1;-1;0
3316;1;9;Cliente 3316;SAO PAULO;SP;3550308;2;-1;14
3317;1;;Cliente 3317;SAO PAULO;SP;3550308;1;-1;0
3318;1;31;Cliente 3318;SAO PAULO;SP;3550308;1;-1;0
3319;1;31;Cliente 3319;SAO PAULO;SP;3550308;1;-1;0
3320;1;31;Cliente 3320;SAO PAULO;SP;3550308;1;-1;0
3322;1;31;Cliente 3322;SAO PAULO;SP;3550308;1;-1;0
3323;1;22;Cliente 3323;SAO PAULO;SP;3550308;1;-1;0
3324;1;31;Cliente 3324;SAO PAULO;SP;3550308;1;-1;0
3325;1;31;Cliente 3325;SAO PAULO;SP;;1;-1;0
3326;1;31;Cliente 3326;SAO PAULO;SP;3550308;1;-1;0
3327;1;31;Cliente 3327;SAO PAULO;SP;3550308;1;-1;0
3328;1;31;Cliente 3328;SAO PAULO;SP;3550308;1;-1;0
3329;1;31;Cliente 3329;SAO PAULO;SP;3550308;1;-1;0
3330;1;31;Cliente 3330;SAO PAULO;SP;3550308;1;-1;0
3332;1;31;Cliente 3332;SAO PAULO;SP;3550308;1;-1;0
3333;1;31;Cliente 3333;SAO PAULO;SP;3550308;1;-1;0
3334;1;31;Cliente 3334;SAO PAULO;SP;3550308;1;-1;0
3335;1;31;Cliente 3335;SAO PAULO;SP;3550308;1;-1;0
3336;1;9;Cliente 3336;SAO PAULO;SP;3550308;2;-1;0
3337;1;31;Cliente 3337;SAO PAULO;SP;3550308;1;0;0
3338;1;31;Cliente 3338;SAO PAULO;SP;3550308;1;-1;0
3339;1;9;Cliente 3339;SAO PAULO;SP;3550308;2;-1;0
3340;1;31;Cliente 3340;SAO PAULO;SP;3550308;1;-1;0
3341;1;31;Cliente 3341;SAO PAULO;SP;3550308;1;-1;0
3342;1;9;Cliente 3342;SAO PAULO;SP;3550308;2;-1;7
3343;1;31;Cliente 3343;SAO PAULO;SP;3550308;1;-1;0
3344;1;9;Cliente 3344;SAO PAULO;SP;3550308;2;-1;10
3345;1;9;Cliente 3345;SAO PAULO;SP;3505708;2;-1;14
3346;1;9;Cliente 3346;SAO PAULO;SP;3550308;2;-1;7
3347;1;31;Cliente 3347;SAO PAULO;SP;3550308;1;-1;0
3348;1;31;Cliente 3348;SAO PAULO;SP;3550308;1;-1;0
3349;1;31;Cliente 3349;SAO PAULO;SP;3550308;1;-1;0
3350;1;31;Cliente 3350;SAO PAULO;SP;3550308;1;-1;0
3351;1;9;Cliente 3351;SAO PAULO;SP;3550308;2;-1;14
3352;1;9;Cliente 3352;SAO PAULO;SP;3550308;2;-1;14
3353;1;;Cliente 3353;SAO PAULO;SP;3550308;1;-1;0
3354;1;31;Cliente 3354;SAO PAULO;SP;3550308;1;-1;0
3355;1;9;Cliente 3355;SAO PAULO;SP;3550308;2;-1;14
3356;1;31;Cliente 3356;SAO PAULO;SP;3550308;1;-1;0
3357;1;31;Cliente 3357;SAO PAULO;SP;3550308;1;-1;0
3358;1;31;Cliente 3358;SAO PAULO;SP;3550308;1;-1;0
3359;1;9;Cliente 3359;SAO PAULO;SP;3550308;2;-1;10
3360;1;31;Cliente 3360;SAO PAULO;SP;3550308;1;-1;0
3361;1;9;Cliente 3361;SAO PAULO;SP;3550308;2;-1;0
3362;1;31;Cliente 3362;SAO PAULO;SP;3550308;1;-1;0
3363;1;31;Cliente 3363;SAO PAULO;SP;3550308;1;-1;0
3364;1;9;Cliente 3364;SAO PAULO;SP;3550308;2;-1;5
3365;1;31;Cliente 3365;SAO PAULO;SP;3550308;1;-1;0
3366;1;27;Cliente 3366;SAO PAULO;SP;3550308;2;-1;7
3368;1;31;Cliente 3368;SAO PAULO;SP;3550308;1;-1;0
3369;1;;Cliente 3369;SAO PAULO;SP;3550308;2;0;0
3370;1;9;Cliente 3370;SAO PAULO;SP;3550308;2;-1;14
3371;1;31;Cliente 3371;SAO PAULO;SP;3550308;1;-1;0
3372;1;31;Cliente 3372;SAO PAULO;SP;3550308;1;-1;0
3373;1;31;Cliente 3373;SAO PAULO;SP;3550308;1;-1;0
3374;1;31;Cliente 3374;SAO PAULO;SP;3550308;1;-1;0
3375;1;31;Cliente 3375;SAO PAULO;SP;3550308;1;-1;0
3376;1;31;Cliente 3376;SAO PAULO;SP;3550308;1;-1;0
3377;1;9;Cliente 3377;SAO PAULO;SP;3550308;2;-1;14
3378;1;31;Cliente 3378;SAO PAULO;SP;3550308;1;-1;0
3379;1;9;Cliente 3379;SAO PAULO;SP;3550308;2;-1;21
3380;1;9;Cliente 3380;SAO PAULO;SP;3550308;2;-1;7
3381;1;9;Cliente 3381;SAO PAULO;SP;3550308;2;-1;14
3382;1;9;Cliente 3382;SAO PAULO;SP;3550308;2;-1;7
3383;1;9;Cliente 3383;SAO PAULO;SP;3550308;2;-1;14
3384;1;33;Cliente 3384;SAO PAULO;SP;3550308;2;-1;7
3385;1;9;Cliente 3385;SAO PAULO;SP;3550308;2;-1;7
3386;1;31;Cliente 3386;SAO PAULO;SP;3550308;1;-1;0
3387;1;9;Cliente 3387;SAO PAULO;SP;3550308;2;-1;14
3388;1;9;Cliente 3388;SAO PAULO;SP;3550308;2;-1;14
3389;1;9;Cliente 3389;SAO PAULO;SP;3550308;2;0;0
