CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
2028;1;27;Cliente 2028;SÃO PAULO;SP;3550308;2;-1;14
2029;1;9;Cliente 2029;SÃO PAULO;SP;3550308;2;0;0
2030;1;28;Cliente 2030;SÃO PAULO;SP;3550308;2;-1;7
2031;1;9;Cliente 2031;SAO CAETANO DO SUL;SP;3548807;2;-1;21
2032;1;11;Cliente 2032;SÃO PAULO;SP;3550308;2;-1;14
2033;1;9;Cliente 2033;SÃO PAULO;SP;3550308;2;0;0
2034;1;9;Cliente 2034;SÃO PAULO;SP;3550308;2;-1;14
2036;1;9;Cliente 2036;SÃO PAULO;SP;3550308;2;-1;14
2037;1;11;Cliente 2037;SÃO PAULO;SP;3550308;2;-1;14
2038;1;9;Cliente 2038;SÃO PAULO;SP;3550308;2;0;14
2039;1;9;Cliente 2039;SÃO PAULO;SP;3550308;2;-1;14
2040;1;9;Cliente 2040;SÃO PAULO;SP;3550308;2;-1;14
2043;1;27;Cliente 2043;SÃO PAULO;SP;3550308;2;-1;7
2044;1;9;Cliente 2044;SÃO PAULO;SP;3550308;2;-1;21
2045;1;27;Cliente 2045;SÃO PAULO;SP;3550308;2;0;0
2046;1;27;Cliente 2046;SÃO PAULO;SP;3550308;2;-1;14
2047;1;27;Cliente 2047;SÃO PAULO;SP;3550308;2;-1;7
2048;1;9;Cliente 2048;SÃO PAULO;SP;3550308;2;0;0
2049;1;9;Cliente 2049;SÃO PAULO;SP;3550308;2;-1;14
2050;1;9;Cliente 2050;SÃO PAULO;SP;3550308;2;-1;14
2051;1;28;Cliente 2051;SÃO PAULO;SP;3550308;2;-1;14
2052;1;27;Cliente 2052;SÃO PAULO;SP;3550308;2;0;0
2053;1;29;Cliente 2053;SÃO PAULO;SP;3550308;2;-1;14
2054;1;9;Cliente 2054;SÃO PAULO;SP;3550308;2;-1;21
2055;1;28;Cliente 2055;SÃO PAULO;SP;3550308;2;-1;14
2056;1;9;Cliente 2056;SÃO PAULO;SP;3550308;2;-1;14
2057;1;9;Cliente 2057;SÃO PAULO;SP;3550308;2;-1;14
2058;1;32;Cliente 2058;SÃO PAULO;SP;3550308;2;-1;7
2059;1;30;Cliente 2059;SÃO PAULO;SP;3550308;2;-1;14
2060;1;27;Cliente 2060;SÃO PAULO;SP;3550308;2;-1;14
2061;1;9;Cliente 2061;SÃO PAULO;SP;3550308;2;-1;7
2062;1;4;Cliente 2062;UBATUBA;SP;3555406;2;0;14
2063;1;9;Cliente 2063;SÃO PAULO;SP;3550308;2;-1;10
2064;1;9;Cliente 2064;SÃO PAULO;SP;3550308;2;-1;7
2065;1;9;Cliente 2065;SÃO PAULO;SP;3550308;2;0;0
2067;1;32;Cliente 2067;SÃO PAULO;SP;3550308;2;-1;14
2069;1;9;Cliente 2069;SÃO PAULO;SP;3550308;2;-1;21
2071;1;9;Cliente 2071;SÃO PAULO;SP;3550308;2;-1;14
2072;1;9;Cliente 2072;SÃO PAULO;SP;3550308;2;0;14
2073;1;9;Cliente 2073;SÃO PAULO;SP;3550308;2;-1;14
2075;1;9;Cliente 2075;SÃO PAULO;SP;3550308;2;0;7
2076;1;9;Cliente 2076;SÃO PAULO;SP;3550308;2;-1;14
2077;1;9;Cliente 2077;SÃO PAULO;SP;3550308;2;-1;14
2078;1;9;Cliente 2078;SÃO PAULO;SP;3550308;2;-1;14
2080;1;27;Cliente 2080;SÃO PAULO;SP;3550308;2;-1;14
2081;1;9;Cliente 2081;SÃO PAULO;SP;3550308;2;0;0
2082;1;9;Cliente 2082;SÃO PAULO;SP;3550308;2;0;14
2083;1;9;Cliente 2083;SÃO PAULO;SP;3550308;2;0;
2084;1;27;Cliente 2084;SÃO PAULO;SP;3550308;2;-1;14
2085;1;28;Cliente 2085;SÃO PAULO;SP;3550308;2;0;0
2086;1;27;Cliente 2086;SÃO PAULO;SP;3550308;2;-1;21
2087;1;9;Cliente 2087;SÃO PAULO;SP;3550308;2;-1;14
2089;1;9;Cliente 2089;SÃO PAULO;SP;3550308;2;-1;21
2090;1;27;Cliente 2090;SÃO PAULO;SP;3550308;2;-1;3
2091;1;29;Cliente 2091;SÃO PAULO;SP;3550308;2;-1;14
2092;1;9;Cliente 2092;SÃO PAULO;SP;3550308;2;-1;14
2093;1;9;Cliente 2093;SÃO PAULO;SP;3550308;2;-1;14
2094;1;28;Cliente 2094;SÃO PAULO;SP;3550308;2;-1;14
2095;1;9;Cliente 2095;SAO PAULO;SP;3550308;2;-1;14
2096;1;4;Cliente 2096;UBATUBA;SP;3555406;2;-1;14
2097;1;9;Cliente 2097;SÃO PAULO;SP;3550308;2;-1;14
2098;1;27;Cliente 2098;SÃO PAULO;SP;3550308;2;-1;14
2099;1;9;Cliente 2099;SÃO PAULO;SP;3550308;2;-1;14
2101;1;9;Cliente 2101;SÃO PAULO;SP;3550308;2;-1;14
2102;1;9;Cliente 2102;SÃO PAULO;SP;3550308;2;-1;21
2103;1;9;Cliente 2103;SÃO PAULO;SP;3550308;2;-1;14
2104;1;9;Cliente 2104;SÃO PAULO;SP;3550308;2;-1;7
2105;1;9;Cliente 2105;SÃO PAULO;SP;3550308;2;0;0
2106;1;4;Cliente 2106;UBATUBA;SP;3555406;2;0;14
2107;1;27;Cliente 2107;SÃO PAULO;SP;3550308;2;-1;10
2108;1;27;Cliente 2108;SÃO PAULO;SP;3550308;2;-1;14
2109;1;28;Cliente 2109;SÃO PAULO;SP;3550308;2;0;21
2110;1;28;Cliente 2110;SÃO PAULO;SP;3550308;2;-1;14
2112;1;9;Cliente 2112;SÃO PAULO;SP;3550308;2;0;14
2113;1;9;Cliente 2113;SÃO PAULO;SP;3550308;2;-1;14
2114;1;11;Cliente 2114;SÃO PAULO;SP;3550308;2;0;0
2115;1;27;Cliente 2115;SÃO PAULO;SP;3550308;2;-1;14
2116;1;32;Cliente 2116;SÃO PAULO;SP;3550308;2;-1;14
2117;1;29;Cliente 2117;SÃO PAULO;SP;3550308;2;-1;21
2119;1;33;Cliente 2119;SÃO PAULO;SP;3550308;2;0;14
2120;1;9;Cliente 2120;SÃO PAULO;SP;3550308;2;-1;7
2121;1;9;Cliente 2121;SÃO PAULO;SP;3550308;2;-1;14
2122;1;27;Cliente 2122;SÃO PAULO;SP;3550308;2;-1;7
2123;1;11;Cliente 2123;SÃO PAULO;SP;3550308;2;0;0
2124;1;9;Cliente 2124;SÃO PAULO;SP;3550308;2;0;
2125;1;9;Cliente 2125;SAO PAULO;SP;3550308;2;-1;14
2126;1;30;Cliente 2126;SÃO PAULO;SP;3550308;2;-1;14
2127;1;9;Cliente 2127;SÃO PAULO;SP;3550308;2;-1;28
2128;1;6;Cliente 2128;SÃO PAULO;SP;3550308;2;0;7
2129;1;28;Cliente 2129;SÃO PAULO;SP;3550308;2;-1;14
2130;1;22;Cliente 2130;SÃO PAULO;SP;3550308;2;0;0
2131;1;9;Cliente 2131;CAMPOS DO JORDAO;SP;3509700;2;-1;28
2132;1;28;Cliente 2132;SÃO PAULO;SP;3550308;2;-1;7
2133;1;9;Cliente 2133;SÃO PAULO;SP;3550308;2;-1;14
2134;1;33;Cliente 2134;SÃO PAULO;SP;3550308;2;-1;14
2135;1;9;Cliente 2135;SÃO PAULO;SP;3550308;2;-1;14
2136;1;9;Cliente 2136;SÃO PAULO;SP;3550308;2;-1;14
2137;1;9;Cliente 2137;SAO PAULO;SP;3550308;2;-1;14
2138;1;9;Cliente 2138;SÃO PAULO;SP;3550308;2;-1;14
2139;1;9;Cliente 2139;SÃO PAULO;SP;3550308;2;-1;21
2140;1;27;Cliente 2140;SÃO PAULO;SP;3550308;2;-1;14
2141;1;9;Cliente 2141;SÃO PAULO;SP;3550308;2;0;0
2142;1;11;Cliente 2142;SÃO PAULO;SP;3550308;2;-1;14
2144;1;3;Cliente 2144;UBATUBA;SP;3555406;2;-1;14
2145;1;6;Cliente 2145;SÃO PAULO;SP;3550308;1;0;0
2146;1;9;Cliente 2146;SÃO PAULO;SP;3550308;2;-1;14
2147;1;4;Cliente 2147;UBATUBA;SP;3555406;2;-1;14
2148;1;9;Cliente 2148;SÃO PAULO;SP;3550308;2;-1;14
2149;1;29;Cliente 2149;SÃO PAULO;SP;3550308;2;-1;14
2150;1;30;Cliente 2150;SÃO PAULO;SP;3550308;2;-1;14
2151;1;27;Cliente 2151;SÃO PAULO;SP;3550308;2;-1;14
2152;1;27;Cliente 2152;SÃO PAULO;SP;3550308;2;-1;14
2153;1;33;Cliente 2153;SÃO PAULO;SP;3550308;2;-1;14
2154;1;9;Cliente 2154;SÃO PAULO;SP;3550308;2;-1;14
2155;1;9;Cliente 2155;SÃO PAULO;SP;3550308;2;0;0
2156;1;4;Cliente 2156;UBATUBA;SP;3555406;2;-1;14
2158;1;9;Cliente 2158;SÃO PAULO;SP;3550308;2;0;0
2159;1;9;Cliente 2159;SÃO PAULO;SP;3550308;2;0;0
2160;1;6;Cliente 2160;SÃO PAULO;SP;3550308;2;0;0
2161;1;9;Cliente 2161;SÃO PAULO;SP;3550308;2;-1;21
2162;1;4;Cliente 2162;UBATUBA;SP;3555406;2;-1;14
2163;1;9;Cliente 2163;SÃO PAULO;SP;3550308;2;-1;14
2164;1;30;Cliente 2164;SÃO PAULO;SP;3550308;2;-1;7
2165;1;9;Cliente 2165;SÃO PAULO;SP;3550308;2;-1;7
2166;1;9;Cliente 2166;SÃO PAULO;SP;3550308;2;-1;21
2167;1;9;Cliente 2167;SÃO PAULO;SP;3550308;2;-1;14
2168;1;11;Cliente 2168;SÃO PAULO;SP;3550308;2;-1;14
2169;1;9;Cliente 2169;SÃO PAULO;SP;3550308;2;-1;14
2170;1;9;Cliente 2170;SÃO PAULO;SP;3550308;2;0;7
2171;1;27;Cliente 2171;SÃO PAULO;SP;3550308;2;-1;14
2172;1;27;Cliente 2172;SÃO PAULO;SP;3550308;2;-1;14
2173;1;4;Cliente 2173;UBATUBA;SP;3555406;2;-1;14
2174;1;27;Cliente 2174;SÃO PAULO;SP;3550308;2;-1;14
2175;1;32;Cliente 2175;SÃO PAULO;SP;3550308;2;0;28
2176;1;9;Cliente 2176;SÃO PAULO;SP;3550308;2;-1;14
2177;1;9;Cliente 2177;SÃO PAULO;SP;3550308;2;-1;14
2178;1;11;Cliente 2178;SÃO PAULO;SP;3550308;2;-1;7
2179;1;9;Cliente 2179;SÃO PAULO;SP;3550308;2;-1;14
2180;1;9;Cliente 2180;SÃO PAULO;SP;3550308;2;-1;14
2181;1;9;Cliente 2181;SÃO PAULO;SP;3550308;2;-1;14
2182;1;29;Cliente 2182;SAO PAULO;SP;3550308;2;-1;7
2183;1;30;Cliente 2183;SÃO PAULO;SP;3550308;2;-1;14
2184;1;27;Cliente 2184;SÃO PAULO;SP;3550308;2;-1;14
2185;1;28;Cliente 2185;SAO PAULO;SP;3550308;2;-1;7
2186;1;9;Cliente 2186;SÃO PAULO;SP;3550308;2;-1;14
2187;1;28;Cliente 2187;SÃO PAULO;SP;3550308;2;-1;14
2188;1;28;Cliente 2188;SÃO PAULO;SP;3550308;2;0;0
2190;1;27;Cliente 2190;SÃO PAULO;SP;3550308;2;-1;14
2191;1;9;Cliente 2191;SÃO PAULO;SP;3550308;2;-1;14
2192;1;9;Cliente 2192;SÃO PAULO;SP;3550308;2;-1;28
2193;1;9;Cliente 2193;SÃO PAULO;SP;3550308;2;-1;14
2194;1;9;Cliente 2194;SÃO PAULO;SP;3550308;2;-1;14
2195;1;9;Cliente 2195;CAMPINAS;SP;3509502;2;0;19
2196;1;9;Cliente 2196;SÃO PAULO;SP;3550308;2;0;14
2197;1;9;Cliente 2197;SÃO PAULO;SP;3550308;2;-1;14
2198;1;27;Cliente 2198;SÃO PAULO;SP;3550308;2;0;14
2199;1;9;Cliente 2199;SÃO PAULO;SP;3550308;2;-1;14
2200;1;28;Cliente 2200;SÃO PAULO;SP;3550308;2;0;14
2201;1;30;Cliente 2201;SÃO PAULO;SP;3550308;2;0;10
2202;1;11;Cliente 2202;SÃO PAULO;SP;3550308;2;-1;7
2203;1;9;Cliente 2203;SAO PAULO;SP;3550308;2;0;0
2204;1;28;Cliente 2204;SÃO PAULO;SP;3550308;2;-1;30
2205;1;31;Cliente 2205;UBATUBA;SP;3555406;2;-1;14
2206;1;9;Cliente 2206;SÃO PAULO;SP;3550308;2;-1;28
2207;1;27;Cliente 2207;SÃO PAULO;SP;3550308;2;-1;14
2208;1;28;Cliente 2208;SÃO PAULO;SP;3550308;2;-1;14
2209;1;9;Cliente 2209;SÃO PAULO;SP;3550308;2;0;14
2210;1;27;Cliente 2210;SÃO PAULO;SP;3550308;2;-1;7
2211;1;11;Cliente 2211;SÃO PAULO;SP;3550308;2;-1;14
2212;1;28;Cliente 2212;SÃO PAULO;SP;3550308;2;-1;14
2213;1;4;Cliente 2213;UBATUBA;SP;3555406;1;-1;14
2214;1;4;Cliente 2214;UBATUBA;SP;3555406;1;-1;14
2215;1;9;Cliente 2215;SÃO PAULO;SP;3550308;2;-1;21
2216;1;9;Cliente 2216;SÃO PAULO;SP;3550308;2;-1;14
2217;1;3;Cliente 2217;UBATUBA;SP;3555406;2;-1;14
2218;1;27;Cliente 2218;SÃO PAULO;SP;3550308;2;-1;14
2219;1;27;Cliente 2219;SÃO PAULO;SP;3550308;2;-1;7
2220;1;27;Cliente 2220;SÃO PAULO;SP;3550308;2;-1;14
2221;1;27;Cliente 2221;SÃO PAULO;SP;3550308;2;-1;14
2223;1;11;Cliente 2223;SÃO PAULO;SP;3550308;2;-1;14
2224;1;28;Cliente 2224;SÃO PAULO;SP;3550308;2;-1;21
2225;1;9;Cliente 2225;SÃO PAULO;SP;3550308;2;-1;14
2226;1;6;Cliente 2226;SÃO PAULO;SP;3550308;1;0;14
2228;1;27;Cliente 2228;SÃO PAULO;SP;3550308;2;-1;14
2229;1;9;Cliente 2229;SÃO PAULO;SP;3550308;2;0;0
2230;1;9;Cliente 2230;SÃO PAULO;SP;3550308;2;0;14
2231;1;9;Cliente 2231;SÃO PAULO;SP;3550308;2;-1;14
2232;1;9;Cliente 2232;SÃO PAULO;SP;3550308;2;-1;7
2233;1;3;Cliente 2233;UBATUBA;SP;3555406;2;-1;14
2234;1;27;Cliente 2234;SÃO PAULO;SP;3550308;2;-1;14
2235;1;4;Cliente 2235;UBATUBA;SP;3555406;2;-1;14
2236;1;3;Cliente 2236;UBATUBA;SP;3555406;2;0;28
2237;1;9;Cliente 2237;SÃO PAULO;SP;3550308;2;-1;14
2238;1;30;Cliente 2238;SÃO PAULO;SP;3550308;2;-1;14
2239;1;27;Cliente 2239;SÃO PAULO;SP;3550308;2;-1;14
2240;1;9;Cliente 2240;SÃO PAULO;SP;3550308;2;-1;21
2242;1;28;Cliente 2242;SÃO PAULO;SP;3550308;2;-1;14
2243;1;28;Cliente 2243;SÃO PAULO;SP;3550308;2;0;0
2244;1;9;Cliente 2244;SÃO PAULO;SP;3550308;2;-1;7
2245;1;29;Cliente 2245;SÃO PAULO;SP;3550308;2;-1;21
2246;1;30;Cliente 2246;SÃO PAULO;SP;3550308;2;-1;14
2247;1;28;Cliente 2247;SÃO PAULO;SP;3550308;2;-1;14
2248;1;9;Cliente 2248;SÃO PAULO;SP;3550308;1;0;14
2249;1;9;Cliente 2249;SÃO PAULO;SP;3550308;2;-1;14
2250;1;11;Cliente 2250;SÃO PAULO;SP;3550308;2;-1;14
2251;1;27;Cliente 2251;SÃO PAULO;SP;3550308;2;-1;14
2252;1;27;Cliente 2252;SÃO PAULO;SP;3550308;2;-1;14
2253;1;6;Cliente 2253;CAMPOS DO JORDAO;SP;3509700;2;0;0
2254;1;9;Cliente 2254;SÃO PAULO;SP;3550308;2;-1;14
2255;1;9;Cliente 2255;SÃO PAULO;SP;3550308;2;-1;14
2256;1;9;Cliente 2256;SÃO PAULO;SP;3550308;2;0;0
2257;1;9;Cliente 2257;SAO SEBASTIAO;SP;3550704;2;-1;14
2258;1;30;Cliente 2258;SÃO PAULO;SP;3550308;2;-1;14
2259;1;11;Cliente 2259;SÃO PAULO;SP;3550308;2;-1;14
2260;1;9;Cliente 2260;SÃO PAULO;SP;3550308;2;-1;14
2261;1;27;Cliente 2261;SÃO PAULO;SP;3550308;2;-1;14
2262;1;30;Cliente 2262;SÃO PAULO;SP;3550308;2;-1;14
2263;1;9;Cliente 2263;SÃO PAULO;SP;3550308;2;-1;14
2264;1;9;Cliente 2264;SAO PAULO;SP;3550308;2;-1;7
2265;1;28;Cliente 2265;SÃO PAULO;SP;3550308;2;-1;14
2266;1;9;Cliente 2266;SÃO PAULO;SP;3550308;2;-1;14
2268;1;9;Cliente 2268;ITANHAEM;SP;3522109;2;-1;21
2269;1;9;Cliente 2269;SÃO PAULO;SP;3550308;2;-1;14
2270;1;9;Cliente 2270;SÃO PAULO;SP;3550308;2;-1;14
2271;1;30;Cliente 2271;SÃO PAULO;SP;3550308;2;-1;21
2273;1;27;Cliente 2273;SÃO PAULO;SP;3550308;2;-1;7
2275;1;28;Cliente 2275;SÃO PAULO;SP;3550308;2;-1;14
2277;1;9;Cliente 2277;SÃO PAULO;SP;3550308;2;0;0
2278;1;4;Cliente 2278;UBATUBA;SP;3555406;2;-1;14
2279;1;3;Cliente 2279;UBATUBA;SP;3555406;1;0;14
2280;1;29;Cliente 2280;SÃO PAULO;SP;3550308;2;-1;14
2281;1;28;Cliente 2281;SAO PAULO;SP;3550308;2;-1;14
2282;1;9;Cliente 2282;SÃO PAULO;SP;3550308;2;-1;14
2283;1;28;Cliente 2283;SÃO PAULO;SP;3550308;2;-1;14
2284;1;11;Cliente 2284;SÃO PAULO;SP;3550308;2;-1;14
2285;1;28;Cliente 2285;SÃO PAULO;SP;3550308;2;-1;14
2286;1;28;Cliente 2286;SÃO PAULO;SP;3550308;2;-1;14
2287;1;27;Cliente 2287;SÃO PAULO;SP;3550308;2;-1;14
2289;1;9;Cliente 2289;SÃO PAULO;SP;3550308;2;0;0
2290;1;9;Cliente 2290;SÃO PAULO;SP;3550308;2;-1;21
2291;1;27;Cliente 2291;SÃO PAULO;SP;3550308;2;-1;14
2292;1;9;Cliente 2292;SÃO PAULO;SP;3550308;2;-1;14
2293;1;17;Cliente 2293;SÃO PAULO;SP;3550308;2;0;0
2295;1;4;Cliente 2295;UBATUBA;SP;3555406;2;-1;14
2296;1;9;Cliente 2296;SÃO PAULO;SP;3550308;2;-1;10
2297;1;32;Cliente 2297;SÃO PAULO;SP;3550308;2;-1;14
2298;1;28;Cliente 2298;SÃO PAULO;SP;3550308;2;-1;14
2299;1;11;Cliente 2299;SÃO PAULO;SP;3550308;2;0;0
2300;1;9;Cliente 2300;SÃO PAULO;SP;3550308;2;0;
2302;1;28;Cliente 2302;SÃO PAULO;SP;3550308;2;0;0
2303;1;9;Cliente 2303;SÃO PAULO;SP;3550308;2;-1;14
2304;1;30;Cliente 2304;SÃO PAULO;SP;3550308;2;-1;14
2305;1;9;Cliente 2305;SÃO PAULO;SP;3550308;2;-1;14
2306;1;9;Cliente 2306;SÃO PAULO;SP;3550308;2;-1;14
2307;1;9;Cliente 2307;SÃO PAULO;SP;3550308;2;-1;14
2308;1;11;Cliente 2308;SÃO PAULO;SP;3550308;2;-1;28
2309;1;9;Cliente 2309;SÃO PAULO;SP;3550308;2;0;14
2311;1;9;Cliente 2311;BARUERI;SP;3505708;2;-1;21
2312;1;9;Cliente 2312;SÃO PAULO;SP;3550308;2;-1;14
2313;1;27;Cliente 2313;SÃO PAULO;SP;3550308;2;-1;7
2314;1;9;Cliente 2314;SÃO PAULO;SP;3550308;2;-1;14
2315;1;28;Cliente 2315;SÃO PAULO;SP;3550308;2;-1;14
2316;1;27;Cliente 2316;SÃO PAULO;SP;3550308;2;-1;14
2317;1;9;Cliente 2317;SÃO PAULO;SP;3550308;2;-1;14
2318;1;9;Cliente 2318;SÃO PAULO;SP;3550308;2;0;14
2319;1;9;Cliente 2319;SÃO PAULO;SP;3550308;2;-1;14
2320;1;28;Cliente 2320;SÃO PAULO;SP;3550308;2;-1;14
2321;1;9;Cliente 2321;SÃO PAULO;SP;3550308;2;-1;14
2322;1;9;Cliente 2322;BARUERI;SP;3550708;2;-1;21
2323;1;9;Cliente 2323;SÃO PAULO;SP;3550308;2;-1;14
2324;1;9;Cliente 2324;SAO BERNARDO DO CAMPO;SP;3548708;2;-1;14
2325;1;27;Cliente 2325;TABOAO DA SERRA;SP;3552809;2;-1;7
2326;1;27;Cliente 2326;SÃO PAULO;SP;3550308;2;-1;10
2327;1;11;Cliente 2327;SÃO PAULO;SP;3550308;2;0;0
2328;1;27;Cliente 2328;SÃO PAULO;SP;3550308;2;-1;14
2329;1;11;Cliente 2329;SÃO PAULO;SP;3550308;2;-1;14
2330;1;9;Cliente 2330;SÃO PAULO;SP;3550308;2;-1;28
2331;1;32;Cliente 2331;SÃO PAULO;SP;3550308;2;-1;14
2333;1;29;Cliente 2333;SÃO PAULO;SP;3550308;2;0;14
2335;1;28;Cliente 2335;SÃO PAULO;SP;3550308;2;-1;21
2336;1;32;Cliente 2336;SÃO PAULO;SP;3550308;2;-1;14
2338;1;9;Cliente 2338;SÃO PAULO;SP;3550308;2;-1;14
2339;1;3;Cliente 2339;UBATUBA;SP;3555406;2;-1;14
2341;1;30;Cliente 2341;SÃO PAULO;SP;3550308;2;-1;7
2342;1;9;Cliente 2342;SÃO PAULO;SP;3550308;1;0;21
2343;1;28;Cliente 2343;SÃO PAULO;SP;3550308;2;-1;14
2344;1;9;Cliente 2344;SÃO PAULO;SP;3550308;2;0;0
2345;1;9;Cliente 2345;SÃO PAULO;SP;3550308;2;-1;21
2346;1;9;Cliente 2346;SÃO PAULO;SP;3550308;2;0;
2348;1;9;Cliente 2348;SÃO PAULO;SP;3550308;2;-1;10
2349;1;9;Cliente 2349;SÃO PAULO;SP;3550308;2;-1;14
2350;1;28;Cliente 2350;SÃO PAULO;SP;3550308;2;0;0
2351;1;32;Cliente 2351;SAO PAULO;SP;3550308;2;-1;28
2352;1;9;Cliente 2352;SÃO PAULO;SP;3550308;2;-1;14
2353;1;30;Cliente 2353;SAO PAULO;SP;3550308;2;0;14
2354;1;9;Cliente 2354;SÃO PAULO;SP;3550308;2;-1;14
2355;1;27;Cliente 2355;SÃO PAULO;SP;3550308;2;-1;14
2357;1;9;Cliente 2357;SÃO PAULO;SP;3550308;2;-1;14
2358;1;9;Cliente 2358;SÃO PAULO;SP;3550308;2;-1;14
2359;1;27;Cliente 2359;SÃO PAULO;SP;3550308;2;-1;14
2360;1;30;Cliente 2360;SÃO PAULO;SP;3550308;2;-1;14
2361;1;30;Cliente 2361;SÃO PAULO;SP;3550308;2;-1;14
2362;1;9;Cliente 2362;SAO PAULO;SP;3550308;2;-1;14
2363;1;28;Cliente 2363;SÃO PAULO;SP;3550308;2;0;0
2364;1;9;Cliente 2364;SÃO PAULO;SP;3550308;2;-1;14
2365;1;6;Cliente 2365;SÃO PAULO;SP;3550308;2;0;7
2366;1;9;Cliente 2366;SÃO PAULO;SP;3550308;2;0;14
2367;1;9;Cliente 2367;SÃO PAULO;SP;3550308;2;-1;14
2368;1;9;Cliente 2368;SÃO PAULO;SP;3550308;2;-1;14
2370;1;4;Cliente 2370;UBATUBA;SP;3555406;2;-1;14
2371;1;9;Cliente 2371;SÃO PAULO;SP;3550308;2;0;14
2372;1;9;Cliente 2372;SÃO PAULO;SP;3550308;2;0;14
2373;1;9;Cliente 2373;SÃO PAULO;SP;3550308;2;-1;14
2374;1;9;Cliente 2374;SÃO PAULO;SP;3550308;2;-1;14
2375;1;9;Cliente 2375;SÃO PAULO;SP;3550308;2;-1;14
2376;1;9;Cliente 2376;SÃO PAULO;SP;3550308;2;0;0
2377;1;27;Cliente 2377;SÃO PAULO;SP;3550308;2;0;14
2378;1;9;Cliente 2378;SÃO PAULO;SP;3550308;2;0;7
2380;1;9;Cliente 2380;SÃO PAULO;SP;3550308;2;-1;14
2381;1;9;Cliente 2381;SÃO PAULO;SP;3550308;2;0;0
2382;1;9;Cliente 2382;SANTO ANDRE;SP;3547809;2;0;
2383;1;9;Cliente 2383;SÃO PAULO;SP;3550308;2;-1;14
2384;1;28;Cliente 2384;SÃO PAULO;SP;3550308;2;-1;14
2385;1;9;Cliente 2385;SÃO PAULO;SP;3550308;2;-1;14
2386;1;9;Cliente 2386;SÃO PAULO;SP;3550308;2;0;7
2387;1;11;Cliente 2387;SÃO PAULO;SP;3550308;2;-1;14
2388;1;9;Cliente 2388;SAO PAULO;SP;3550308;2;0;0
2390;1;9;Cliente 2390;SÃO PAULO;SP;3550308;1;-1;14
2391;1;9;Cliente 2391;SÃO PAULO;SP;3550308;2;-1;21
2392;1;4;Cliente 2392;UBATUBA;SP;3555406;2;-1;28
2393;1;6;Cliente 2393;SÃO PAULO;SP;3550308;2;0;0
2394;1;9;Cliente 2394;SÃO PAULO;SP;3550308;2;-1;14
2395;1;9;Cliente 2395;SÃO PAULO;SP;3550308;2;-1;14
2396;1;9;Cliente 2396;SÃO PAULO;SP;3550308;2;-1;14
2398;1;4;Cliente 2398;UBATUBA;SP;3555406;1;0;14
2399;1;9;Cliente 2399;SÃO PAULO;SP;3550308;2;-1;14
2400;1;27;Cliente 2400;SÃO PAULO;SP;3550308;2;-1;7
2401;1;9;Cliente 2401;SÃO PAULO;SP;3550308;2;-1;14
2402;1;9;Cliente 2402;SÃO PAULO;;3550308;2;0;0
2403;1;9;Cliente 2403;SÃO PAULO;SP;3550308;2;-1;14
2404;1;9;Cliente 2404;SÃO PAULO;SP;3550308;2;-1;14
2405;1;9;Cliente 2405;SÃO PAULO;SP;3550308;2;0;14
2406;1;9;Cliente 2406;SÃO PAULO;SP;3550308;2;-1;14
2407;1;3;Cliente 2407;UBATUBA;SP;3555406;2;-1;14
2408;1;9;Cliente 2408;SÃO PAULO;SP;3550308;2;-1;14
2409;1;9;Cliente 2409;FRANCISCO MORATO;SP;3516309;2;0;0
2410;1;29;Cliente 2410;SÃO PAULO;SP;3550308;2;-1;14
2411;1;9;Cliente 2411;SÃO PAULO;SP;3550308;2;-1;14
2412;1;11;Cliente 2412;SÃO PAULO;SP;3550308;2;-1;14
2413;1;9;Cliente 2413;SÃO PAULO;SP;3550308;2;0;14
2414;1;9;Cliente 2414;SÃO PAULO;SP;3550308;2;-1;14
2415;1;9;Cliente 2415;SÃO PAULO;SP;3550308;2;0;
2416;1;27;Cliente 2416;SÃO PAULO;SP;3550308;2;-1;14
2417;1;27;Cliente 2417;SÃO PAULO;SP;3550308;2;-1;14
2418;1;9;Cliente 2418;SAO PAULO;SP;3550308;2;-1;7
2419;1;27;Cliente 2419;SÃO PAULO;SP;3550308;2;-1;14
2420;1;9;Cliente 2420;SÃO PAULO;SP;3550308;2;-1;7
2421;1;32;Cliente 2421;SÃO PAULO;SP;3550308;2;-1;14
2422;1;28;Cliente 2422;SÃO PAULO;SP;3550308;2;-1;14
2423;1;27;Cliente 2423;SÃO PAULO;SP;3550308;2;-1;14
2424;1;9;Cliente 2424;SÃO PAULO;SP;3550308;2;0;14
2425;1;9;Cliente 2425;SÃO PAULO;SP;3550308;2;0;0
2426;1;27;Cliente 2426;SÃO PAULO;SP;3550308;2;-1;14
2427;1;9;Cliente 2427;SÃO PAULO;SP;3550308;2;-1;14
2428;1;28;Cliente 2428;SÃO PAULO;SP;3550308;2;-1;14
2429;1;9;Cliente 2429;SÃO PAULO;SP;3550308;2;-1;14
2430;1;28;Cliente 2430;SÃO PAULO;SP;3550308;2;0;0
2431;1;9;Cliente 2431;SÃO PAULO;SP;3550308;2;0;14
2432;1;9;Cliente 2432;SÃO PAULO;SP;3550308;2;-1;14
